;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;
ENSRNOG00000017930;Lpcat1;1559.462212;0.857984787;-0.220976028;0.092400209;-2.391510047;0.016779225;0.999879841;lysophosphatidylcholine acyltransferase 1;;;
ENSRNOG00000017938;Btaf1;2707.917334;1.159211322;0.213143591;0.073839373;2.886584511;0.003894481;0.999879841;B-TFIID TATA-box binding protein associated factor 1;;;
ENSRNOG00000017963;Zfp874b;1165.86664;0.893684835;-0.162161951;0.080753738;-2.008104594;0.044632178;0.999879841;zinc finger protein 874b;;;
ENSRNOG00000017964;Slc22a25;9.938453187;0.499238706;-1.002198304;0.435307159;-2.30227848;0.021319473;0.999879841;solute carrier family 22; member 25;;
ENSRNOG00000018075;Spcs1;1236.633643;0.884719673;-0.176707691;0.088903007;-1.98764583;0.046850874;0.999879841;signal peptidase complex subunit 1;;;
ENSRNOG00000018087;Vim;1146.88802;0.59596497;-0.74670056;0.37559207;-1.988062637;0.046804763;0.999879841;vimentin;;;
ENSRNOG00000018106;Neu3;113.1872757;0.814147348;-0.296638171;0.133840516;-2.216355552;0.026667161;0.999879841;neuraminidase 3;;;
ENSRNOG00000018194;Srrm1;6061.319422;1.142232284;0.191856067;0.084948185;2.258506959;0.023914071;0.999879841;serine and arginine repetitive matrix 1;;;
ENSRNOG00000018211;Urod;712.0183353;0.873388264;-0.19530495;0.094560298;-2.065401173;0.038885058;0.999879841;uroporphyrinogen decarboxylase;;;
ENSRNOG00000018215;Slc22a6;95.62205756;0.336353721;-1.571948878;0.647842391;-2.426437201;0.015247889;0.999879841;solute carrier family 22 member 6;;;
ENSRNOG00000018251;Mrc1;168.0629559;0.617870924;-0.694622611;0.307294152;-2.260448518;0.023793428;0.999879841;mannose receptor; C type 1;;
ENSRNOG00000018316;Grap2;45.15712911;0.683372706;-0.549255467;0.210715723;-2.606618337;0.009144122;0.999879841;GRB2-related adaptor protein 2;;;
ENSRNOG00000018566;Ctsl;3470.375153;0.847905334;-0.238024893;0.105348836;-2.259397477;0.023858671;0.999879841;cathepsin L;;;
ENSRNOG00000018570;C1qtnf3;11.93052001;0.366213832;-1.449241813;0.569319038;-2.545570614;0.01090993;0.999879841;C1q and TNF related 3;;;
ENSRNOG00000018613;Crip3;8.988085643;2.12876306;1.090015381;0.486237426;2.241734844;0.024978514;0.999879841;cysteine-rich protein 3;;;
ENSRNOG00000018631;Enkur;1310.799153;1.248156115;0.319798393;0.135231131;2.364828206;0.018038436;0.999879841;enkurin; TRPC channel interacting protein;;
ENSRNOG00000018715;Clec10a;35.32245579;0.504836315;-0.986112401;0.337822981;-2.919021076;0.003511325;0.999879841;C-type lectin domain containing 10A;;;
ENSRNOG00000018780;Sh3rf2;15.79526104;0.41066003;-1.28398356;0.54711413;-2.346829466;0.018933918;0.999879841;SH3 domain containing ring finger 2;;;
ENSRNOG00000018820;Plac8l1;59.00102139;1.306460884;0.385663931;0.19372327;1.990798166;0.046503081;0.999879841;PLAC8-like 1;;;
ENSRNOG00000018884;Ttc13;1865.856002;1.131733673;0.178534494;0.08379558;2.13059559;0.033122473;0.999879841;tetratricopeptide repeat domain 13;;;
ENSRNOG00000018915;Tagap;52.03436533;0.731474832;-0.451119869;0.227093832;-1.986491071;0.046978823;0.999879841;T-cell activation RhoGTPase activating protein;;;
ENSRNOG00000019065;Zfp385b;2532.246894;1.196042214;0.25826831;0.117220874;2.203262102;0.02757628;0.999879841;zinc finger protein 385B;;;
ENSRNOG00000019134;Htr4;354.4650676;1.508355654;0.59297664;0.207264408;2.860967039;0.00422351;0.999879841;5-hydroxytryptamine receptor 4;;;
ENSRNOG00000019161;Cpeb1;2196.942799;1.170121681;0.226658564;0.096768557;2.342274908;0.019166591;0.999879841;cytoplasmic polyadenylation element binding protein 1;;;
ENSRNOG00000019203;Eya2;65.26779205;0.39177278;-1.351910933;0.648845562;-2.083563505;0.03719989;0.999879841;EYA transcriptional coactivator and phosphatase 2;;;
ENSRNOG00000019369;Slx1b;1405.278195;1.127443615;0.173055285;0.083938756;2.061685117;0.039237724;0.999879841;SLX1 homolog B; structure-specific endonuclease subunit;;
ENSRNOG00000019414;Tmem79;35.92256026;0.678809183;-0.558922013;0.263372295;-2.122174667;0.033823073;0.999879841;transmembrane protein 79;;;
ENSRNOG00000019456;Kars1;2728.953933;0.896845834;-0.157068084;0.077126778;-2.036492234;0.041700952;0.999879841;lysyl-tRNA synthetase 1;;;
ENSRNOG00000019501;Rmnd1;2098.204961;1.136871561;0.185069274;0.080331061;2.303832068;0.021232072;0.999879841;required for meiotic nuclear division 1 homolog;;;
ENSRNOG00000019533;Klhl3;1724.822884;1.268031757;0.342590877;0.161163895;2.125729694;0.033525773;0.999879841;kelch-like family member 3;;;
ENSRNOG00000019648;Col6a3;123.5916567;0.392307357;-1.349943705;0.531322708;-2.540722777;0.011062359;0.999879841;collagen type VI alpha 3 chain;;;
ENSRNOG00000019719;Kcna5;182.2499893;0.783689194;-0.351646491;0.158637766;-2.216663159;0.026646118;0.999879841;potassium voltage-gated channel subfamily A member 5;;;
ENSRNOG00000019785;Phtf1;2837.862886;1.098524818;0.135567463;0.069146065;1.960595497;0.049926228;0.999879841;putative homeodomain transcription factor 1;;;
ENSRNOG00000019810;Des;93.5186144;0.675776445;-0.565382031;0.277929963;-2.034260808;0.041925306;0.999879841;desmin;;;
ENSRNOG00000019892;Lrrfip1;3200.28907;1.233486755;0.302742225;0.106836356;2.833700386;0.004601245;0.999879841;LRR binding FLII interacting protein 1;;;
ENSRNOG00000019949;Mrps12;330.6907576;0.847670521;-0.238424479;0.120949867;-1.971266983;0.048693346;0.999879841;mitochondrial ribosomal protein S12;;;
ENSRNOG00000020125;Cd79a;1.54840193;0.168873831;-2.565982313;1.227899275;-2.089733552;0.036641741;0.999879841;CD79a molecule;;;
ENSRNOG00000020151;Cdh1;44.10755485;0.255911269;-1.966284419;0.87012254;-2.259778742;0.023834986;0.999879841;cadherin 1;;;
ENSRNOG00000020193;Runx2;541.4821975;1.324296172;0.40522581;0.159270756;2.544257466;0.010951033;0.999879841;RUNX family transcription factor 2;;;
ENSRNOG00000020250;Pcgf6;1129.256591;1.241451218;0.312027573;0.118215687;2.639476891;0.008303408;0.999879841;polycomb group ring finger 6;;;
ENSRNOG00000020254;Per2;2725.859754;1.216963663;0.283286091;0.137745499;2.056590542;0.039725629;0.999879841;period circadian regulator 2;;;
ENSRNOG00000020271;Tial1;4272.703342;1.097556244;0.134294872;0.062770259;2.139466581;0.0323979;0.999879841;Tia1 cytotoxic granule-associated RNA binding protein-like 1;;;
ENSRNOG00000020272;Elapor1;1489.012244;1.205518555;0.269653857;0.129909252;2.075709419;0.037920834;0.999879841;endosome-lysosome associated apoptosis and autophagy regulator 1;;;
ENSRNOG00000020372;Hdac4;2598.131715;1.164938524;0.220253823;0.102462485;2.149604537;0.031586509;0.999879841;histone deacetylase 4;;;
ENSRNOG00000020488;Luc7l;2263.819938;1.12646526;0.171802821;0.067498723;2.545275152;0.010919166;0.999879841;LUC7-like;;;
ENSRNOG00000020531;Fen1;387.2859332;0.864986669;-0.209250196;0.096640097;-2.165252324;0.030368367;0.999879841;flap structure-specific endonuclease 1;;;
ENSRNOG00000020562;Slc22a18;34.50393984;0.574875674;-0.798678111;0.377326249;-2.116677846;0.034287198;0.999879841;solute carrier family 22; member 18;;
ENSRNOG00000020583;Fcgrt;615.3862589;0.73560116;-0.44300434;0.208937541;-2.120271632;0.033983145;0.999879841;Fc gamma receptor and transporter;;;
ENSRNOG00000020598;Kcnk6;46.99743167;0.667840302;-0.582424938;0.243210635;-2.394734666;0.016632396;0.999879841;potassium two pore domain channel subfamily K member 6;;;
ENSRNOG00000020605;Pstk;1839.316169;1.170976779;0.227712467;0.098117946;2.320803457;0.020297454;0.999879841;phosphoseryl-tRNA kinase;;;
ENSRNOG00000020689;Cpeb3;5389.991892;1.105343949;0.144495362;0.062297086;2.319456214;0.020370313;0.999879841;cytoplasmic polyadenylation element binding protein 3;;;
ENSRNOG00000020719;Hrc;38.94143503;0.689493326;-0.536391508;0.239505082;-2.239582989;0.025118008;0.999879841;histidine rich calcium binding protein;;;
ENSRNOG00000020737;Cdc25a;342.5739093;0.85561803;-0.224961211;0.103630405;-2.170803168;0.029946054;0.999879841;cell division cycle 25A;;;
ENSRNOG00000020751;Rdm1;207.1271148;0.824345595;-0.278678801;0.131833517;-2.113869118;0.034526448;0.999879841;RAD52 motif containing 1;;;
ENSRNOG00000020777;Zfp382;1663.193544;1.083842075;0.116154559;0.058880988;1.97270058;0.048529686;0.999879841;zinc finger protein 382;;;
ENSRNOG00000020869;mrpl9;968.1124287;0.865238277;-0.208830605;0.099119747;-2.106851672;0.035130439;0.999879841;mitochondrial ribosomal protein L9;;;
ENSRNOG00000020941;Psenen;1112.000498;0.870553823;-0.199994597;0.094615361;-2.113764559;0.034535381;0.999879841;presenilin enhancer gamma secretase subunit;;;
ENSRNOG00000021005;Mrpl16;919.0200982;0.904665785;-0.144543186;0.073443449;-1.968088209;0.049057889;0.999879841;mitochondrial ribosomal protein L16;;;
ENSRNOG00000021044;Gpatch8;4279.899728;1.12850074;0.174407364;0.08432594;2.068252835;0.038616254;0.999879841;G patch domain containing 8;;;
ENSRNOG00000021056;Kcnj14;821.919501;1.177440863;0.235654603;0.087734964;2.685982799;0.007231681;0.999879841;potassium inwardly-rectifying channel; subfamily J; member 14;
ENSRNOG00000021357;NA;1.430386083;0.15104525;-2.726947275;1.376474021;-1.981110601;0.047578872;0.999879841;NA;;;
ENSRNOG00000021392;Noc2l;2520.88998;1.157276847;0.210734031;0.095166059;2.214382242;0.026802495;0.999879841;NOC2-like nucleolar associated transcriptional repressor;;;
ENSRNOG00000021468;Grm8;3655.371448;1.250261701;0.322230107;0.157889998;2.040851931;0.041265547;0.999879841;glutamate metabotropic receptor 8;;;
ENSRNOG00000021729;Iqub;1817.443388;1.17663566;0.234667665;0.102512514;2.289161151;0.022069991;0.999879841;IQ motif and ubiquitin domain containing;;;
ENSRNOG00000021840;Cped1;144.9212618;0.617379929;-0.695769512;0.303987871;-2.288806819;0.022090579;0.999879841;cadherin-like and PC-esterase domain containing 1;;;
ENSRNOG00000022039;Zbtb40;757.2741037;1.266699428;0.341074231;0.145317382;2.347098655;0.018920244;0.999879841;zinc finger and BTB domain containing 40;;;
ENSRNOG00000022249;Mllt10;3107.717207;1.131753387;0.178559625;0.082654491;2.160313647;0.030748397;0.999879841;MLLT10; histone lysine methyltransferase DOT1L cofactor;;
ENSRNOG00000022320;Primpol;53.42008844;0.739303832;-0.435760704;0.19855486;-2.194661484;0.02818789;0.999879841;primase and DNA directed polymerase;;;
ENSRNOG00000022372;Kdm1a;2877.777505;1.095495038;0.13158295;0.062097601;2.118969925;0.034093009;0.999879841;lysine demethylase 1A;;;
ENSRNOG00000022393;Faap24;102.5384824;0.821299132;-0.284020321;0.138506874;-2.050586455;0.040307237;0.999879841;FA core complex associated protein 24;;;
ENSRNOG00000022636;Alpk1;1087.852546;1.115137429;0.157221518;0.075981663;2.069203442;0.038527;0.999879841;alpha-kinase 1;;;
ENSRNOG00000022711;Slco4c1;525.9394808;1.244706236;0.315805292;0.113867269;2.773451014;0.005546519;0.999879841;solute carrier organic anion transporter family; member 4C1;;
ENSRNOG00000022712;Bend7;290.2434518;1.279798665;0.355916866;0.139950292;2.5431663;0.010985293;0.999879841;BEN domain containing 7;;;
ENSRNOG00000022791;Ttc6;746.4082701;1.363086244;0.446876846;0.191877991;2.328963542;0.019860997;0.999879841;tetratricopeptide repeat domain 6;;;
ENSRNOG00000022847;Dop1a;4027.819473;1.090464047;0.124942205;0.062220709;2.008048575;0.04463813;0.999879841;DOP1 leucine zipper like protein A;;;
ENSRNOG00000022988;Skint10;17.81413333;1.931430639;0.949669869;0.432155247;2.197520165;0.027983318;0.999879841;selection and upkeep of intraepithelial T cells 10;;;
ENSRNOG00000023122;Apol11a;16.23362863;0.545347536;-0.87475218;0.421795836;-2.073875808;0.038090846;0.999879841;apolipoprotein L 11a;;;
ENSRNOG00000023187;RGD1565685;865.6420357;1.221767348;0.28896959;0.143369228;2.015562153;0.043845781;0.999879841;similar to RIKEN cDNA 1810030O07;;;
ENSRNOG00000023278;Sec61a2;4272.673002;1.116433019;0.158896699;0.069328922;2.291925133;0.021909964;0.999879841;SEC61 translocon subunit alpha 2;;;
ENSRNOG00000023299;Hfm1;966.6136704;1.295444147;0.373446815;0.140019256;2.667110411;0.007650653;0.999879841;helicase for meiosis 1;;;
ENSRNOG00000023360;Fus;7365.282399;1.125072893;0.170018476;0.059346009;2.864867897;0.004171832;0.999879841;Fus RNA binding protein;;;
ENSRNOG00000023546;Hspb1;68.53177065;1.38683825;0.471799533;0.191889531;2.458703868;0.013943958;0.999879841;heat shock protein family B (small) member 1;;;
ENSRNOG00000023628;Tmem106a;27.93517389;0.543395406;-0.879925726;0.35881849;-2.452286464;0.01419516;0.999879841;transmembrane protein 106A;;;
ENSRNOG00000023661;Celf2;26874.44396;1.14485077;0.195159557;0.085875475;2.272587805;0.023051031;0.999879841;CUGBP; Elav-like family member 2;;
ENSRNOG00000023753;Afdn;8541.149728;1.106778619;0.146366679;0.074384631;1.967700539;0.049102504;0.999879841;afadin; adherens junction formation factor;;
ENSRNOG00000023809;Opcml;18710.27918;1.196480392;0.258796754;0.12106311;2.137701183;0.032541003;0.999879841;opioid binding protein/cell adhesion molecule-like;;;
ENSRNOG00000023991;Rab20;35.48346334;0.672926857;-0.571478393;0.245378633;-2.328965592;0.019860889;0.999879841;RAB20; member RAS oncogene family;;
ENSRNOG00000024136;Fam151b;1200.049453;1.20640945;0.270719635;0.103281672;2.621177902;0.008762652;0.999879841;family with sequence similarity 151; member B;;
ENSRNOG00000024468;Traf3ip1;1119.333994;1.239357875;0.309592838;0.128510772;2.409080846;0.015992755;0.999879841;TRAF3 interacting protein 1;;;
ENSRNOG00000024595;Cers6;3214.457549;1.132010944;0.178887906;0.085190373;2.099860586;0.035741107;0.999879841;ceramide synthase 6;;;
ENSRNOG00000024870;Anks1b;22343.55104;1.112578406;0.153907009;0.075429937;2.040396903;0.04131081;0.999879841;ankyrin repeat and sterile alpha motif domain containing 1B;;;
ENSRNOG00000025001;Pcolce;47.20311972;0.443928915;-1.171599416;0.406385049;-2.882978637;0.003939342;0.999879841;procollagen C-endopeptidase enhancer;;;
ENSRNOG00000025164;Bhlha15;13.77454808;0.556223949;-0.846262232;0.3644618;-2.321950425;0.020235605;0.999879841;basic helix-loop-helix family; member a15;;
ENSRNOG00000025239;Nudt15;70.03351088;0.743104929;-0.428362156;0.196896815;-2.175566711;0.029587675;0.999879841;nudix hydrolase 15;;;
ENSRNOG00000025371;Spry1;128.0938353;0.743307285;-0.427969347;0.168195859;-2.544470184;0.010944365;0.999879841;sprouty RTK signaling antagonist 1;;;
ENSRNOG00000025476;Tmem252;32.43533284;0.488317622;-1.034108253;0.393036109;-2.631076968;0.008511476;0.999879841;transmembrane protein 252;;;
ENSRNOG00000025494;Nsun7;841.0045888;1.276242695;0.351902703;0.154559533;2.276810087;0.022797569;0.999879841;NOP2/Sun RNA methyltransferase family member 7;;;
ENSRNOG00000025516;Oc90;27.83542112;1.469002444;0.554836796;0.268106916;2.069460966;0.038502851;0.999879841;otoconin 90;;;
ENSRNOG00000025634;Zfhx2;1813.291345;1.19131079;0.252549833;0.094929106;2.660404635;0.007804683;0.999879841;zinc finger homeobox 2;;;
ENSRNOG00000025643;Ccdc13;590.2109132;1.232809644;0.301950053;0.146464904;2.061586396;0.03924713;0.999879841;coiled-coil domain containing 13;;;
ENSRNOG00000025670;Shisa3;52.28018116;0.523844062;-0.932790681;0.403990871;-2.308939997;0.020946911;0.999879841;shisa family member 3;;;
ENSRNOG00000025742;Lmnb2;525.4906548;1.208418329;0.273119972;0.135414533;2.016917727;0.0437041;0.999879841;lamin B2;;;
ENSRNOG00000026157;Pnpla4;279.0265999;1.267050745;0.341474305;0.128774192;2.651729355;0.00800807;0.999879841;patatin like phospholipase domain containing 4;;;
ENSRNOG00000026171;Bbs4;2040.429583;1.099002647;0.136194862;0.054053662;2.519623194;0.011748052;0.999879841;Bardet-Biedl syndrome 4;;;
ENSRNOG00000026497;Pigc;485.4671693;0.855951525;-0.224399;0.103427559;-2.169624831;0.030035279;0.999879841;phosphatidylinositol glycan anchor biosynthesis; class C;;
ENSRNOG00000026579;NA;463.3681265;1.290936196;0.368417698;0.150992363;2.43997571;0.014688249;0.999879841;NA;;;
ENSRNOG00000026605;Ifi27l2b;27.64602773;0.627674898;-0.67191058;0.255714916;-2.6275768;0.008599543;0.999879841;interferon; alpha-inducible protein 27 like 2B;;
ENSRNOG00000026607;Tnfsf18;2.44860537;4.471901147;2.160888297;1.017009232;2.124747967;0.033607649;0.999879841;TNF superfamily member 18;;;
ENSRNOG00000026647;Cxcl16;91.49565364;0.684258299;-0.547387068;0.254207537;-2.153307782;0.031294498;0.999879841;C-X-C motif chemokine ligand 16;;;
ENSRNOG00000026649;Dnmt3a;2003.126762;1.174490855;0.23203548;0.086006712;2.697876426;0.006978334;0.999879841;DNA methyltransferase 3 alpha;;;
ENSRNOG00000026661;Hcar1;9.111523998;0.478338954;-1.063894812;0.541414473;-1.965028395;0.049410951;0.999879841;hydroxycarboxylic acid receptor 1;;;
ENSRNOG00000026979;Matcap2;1689.681952;1.23966695;0.309952576;0.115812142;2.676339204;0.007443127;0.999879841;microtubule associated tyrosine carboxypeptidase 2;;;
ENSRNOG00000027037;Alox12;31.18978537;0.654292989;-0.611991283;0.27039746;-2.263302631;0.02361704;0.999879841;arachidonate 12-lipoxygenase; 12S type;;
ENSRNOG00000027278;Pramef8;417.7342492;0.852883633;-0.22957918;0.0816086;-2.813173862;0.004905512;0.999879841;PRAME family member 8;;;
ENSRNOG00000027724;Plekhf1;72.97857062;0.680486179;-0.555362235;0.251281037;-2.21012394;0.027096562;0.999879841;pleckstrin homology and FYVE domain containing 1;;;
ENSRNOG00000027736;Cnn1;9.366515327;0.299246567;-1.740593399;0.667177326;-2.608891715;0.009083598;0.999879841;calponin 1;;;
ENSRNOG00000028015;Pf4;13.1396118;0.488623553;-1.033204689;0.5219161;-1.979637512;0.047744275;0.999879841;platelet factor 4;;;
ENSRNOG00000028108;Cytl1;19.93686735;0.528452805;-0.920153461;0.393393425;-2.339015858;0.019334613;0.999879841;cytokine like 1;;;
ENSRNOG00000028417;Neurod2;1892.404181;1.173394943;0.23068868;0.098067642;2.35234247;0.01865559;0.999879841;neuronal differentiation 2;;;
ENSRNOG00000028534;Zfp518b;737.3909168;0.873689424;-0.194807568;0.088332493;-2.205389682;0.027426761;0.999879841;zinc finger protein 518B;;;
ENSRNOG00000028598;Edar;87.97259864;0.647196436;-0.627724433;0.22876828;-2.743931248;0.006070825;0.999879841;ectodysplasin-A receptor;;;
ENSRNOG00000028765;Ttc24;3.182446137;0.129989665;-2.94353117;1.314123047;-2.239920513;0.025096084;0.999879841;tetratricopeptide repeat domain 24;;;
ENSRNOG00000028941;Zbed3;331.9469181;0.863779695;-0.211264691;0.105520922;-2.002111882;0.0452727;0.999879841;zinc finger; BED-type containing 3;;
ENSRNOG00000029012;Shisa6;392.7949253;1.341375377;0.423713025;0.159388408;2.658367882;0.007852013;0.999879841;shisa family member 6;;;
ENSRNOG00000029049;Zdhhc14;2430.509671;1.159511572;0.213517218;0.103679806;2.059390602;0.039456835;0.999879841;zinc finger DHHC-type palmitoyltransferase 14;;;
ENSRNOG00000029321;Ccser1;2958.743399;1.21804163;0.284563442;0.139782842;2.03575373;0.041775091;0.999879841;coiled-coil serine-rich protein 1;;;
ENSRNOG00000029574;Rps4x-ps9;6858.01969;0.896215722;-0.158082059;0.073687662;-2.145298889;0.031928957;0.999879841;ribosomal protein S4; X-linked; pseudogene 9;
ENSRNOG00000029792;Ogn;552.3565181;0.436907173;-1.194601303;0.497816302;-2.399682972;0.016409277;0.999879841;osteoglycin;;;
ENSRNOG00000030294;Eml4;3155.614962;1.140406373;0.189548006;0.076753945;2.469553943;0.013528162;0.999879841;EMAP like 4;;;
ENSRNOG00000030486;Prdm6;16.02677545;0.300496434;-1.734580224;0.745295418;-2.32737272;0.019945436;0.999879841;PR/SET domain 6;;;
ENSRNOG00000030616;Slc25a45;39.70719812;0.624486066;-0.679258714;0.293060856;-2.317807714;0.020459774;0.999879841;solute carrier family 25; member 45;;
ENSRNOG00000030930;Samsn1;16.2085322;0.46257747;-1.112233093;0.385666212;-2.88392672;0.003927501;0.999879841;SAM domain; SH3 domain and nuclear localization signals;1;
ENSRNOG00000031041;NA;30.4035591;0.604317935;-0.726620336;0.314901023;-2.30745626;0.021029398;0.999879841;NA;;;
ENSRNOG00000031092;Rock1;7642.080931;1.206625051;0.27097744;0.130397329;2.078090424;0.037701031;0.999879841;Rho-associated coiled-coil containing protein kinase 1;;;
ENSRNOG00000031099;Tmprss12;12.00640385;0.49281569;-1.020879906;0.458589502;-2.226130127;0.026005466;0.999879841;transmembrane serine protease 12;;;
ENSRNOG00000031162;Ccl24;7.249277581;0.413632924;-1.27357707;0.590536021;-2.156645866;0.031033268;0.999879841;C-C motif chemokine ligand 24;;;
ENSRNOG00000031163;Nfkbiz;155.5138257;0.772656752;-0.372100447;0.177439091;-2.097060151;0.035988251;0.999879841;NFKB inhibitor zeta;;;
ENSRNOG00000031222;RGD1561327;15366.68546;1.263523211;0.337452167;0.13682194;2.466360047;0.013649406;0.999879841;similar to melanoma antigen family A;10;;
ENSRNOG00000031247;Lekr1;818.9382531;1.191403925;0.252662617;0.11075388;2.281298113;0.022530812;0.999879841;leucine; glutamate and lysine rich 1;;
ENSRNOG00000031595;Stmnd1;3.256007121;0.227176714;-2.138113131;1.004377343;-2.128794666;0.033271252;0.999879841;stathmin domain containing 1;;;
ENSRNOG00000031651;NA;39.4484656;1.675793155;0.744844087;0.266526019;2.794639297;0.005195765;0.999879841;NA;;;
ENSRNOG00000031852;Lsamp;30114.73295;1.23320965;0.302418084;0.146362566;2.066225628;0.03880718;0.999879841;limbic system-associated membrane protein;;;
ENSRNOG00000031916;Timeless;63.49575041;0.732884666;-0.448341916;0.192104984;-2.333838021;0.019604205;0.999879841;timeless circadian regulator;;;
ENSRNOG00000032101;Morc1;8.468366425;2.162446211;1.112664248;0.505379781;2.201639817;0.027690761;0.999879841;MORC family CW-type zinc finger 1;;;
ENSRNOG00000032183;Scmh1;3204.824066;1.143234206;0.193120988;0.08088031;2.38773799;0.016952423;0.999879841;Scm polycomb group protein homolog 1;;;
ENSRNOG00000032329;Insyn2b;96.68707753;0.686014742;-0.543688515;0.226944405;-2.395690325;0.016589099;0.999879841;inhibitory synaptic factor family member 2B;;;
ENSRNOG00000032414;Tmem161b;2318.829679;1.136452505;0.184537392;0.094124047;1.960576462;0.04992845;0.999879841;transmembrane protein 161B;;;
ENSRNOG00000032531;NA;19.21641747;0.566088997;-0.820899211;0.333711662;-2.459905678;0.013897353;0.999879841;NA;;;
ENSRNOG00000032723;Efl1;978.85123;1.123599305;0.168127638;0.080738007;2.082385291;0.037307291;0.999879841;elongation factor like GTPase 1;;;
ENSRNOG00000032895;Cyp4f4;301.1271365;0.754393681;-0.406610503;0.164663347;-2.469344328;0.01353609;0.999879841;cytochrome P450; family 4; subfamily f; polypeptide 4
ENSRNOG00000032919;Zfp105;503.4817792;0.872382716;-0.196966908;0.094107111;-2.093007712;0.036348466;0.999879841;zinc finger protein 105;;;
ENSRNOG00000032946;Pdzd7;408.0877823;1.43006448;0.516080198;0.224913124;2.294575743;0.02175745;0.999879841;PDZ domain containing 7;;;
ENSRNOG00000032951;Jsrp1;7.088188579;0.315691405;-1.663413112;0.58561135;-2.840472803;0.004504671;0.999879841;junctional sarcoplasmic reticulum protein 1;;;
ENSRNOG00000032970;Gpr174;4.845825832;0.405517481;-1.302163988;0.65453594;-1.989446123;0.046651983;0.999879841;G protein-coupled receptor 174;;;
ENSRNOG00000033099;Dcc;3493.905301;1.278765626;0.354751869;0.123158813;2.880442417;0.003971175;0.999879841;DCC netrin 1 receptor;;;
ENSRNOG00000033110;Svep1;197.3612192;0.620646957;-0.688155242;0.35013429;-1.965403738;0.049367527;0.999879841;sushi; von Willebrand factor type A; EGF and pentraxin domain containing 1;
ENSRNOG00000033215;RT1-Db1;7.493625864;0.255606773;-1.968002029;0.808383857;-2.434489522;0.014912812;0.999879841;RT1 class II; locus Db1;;
ENSRNOG00000033256;LOC691141;21.59284989;1.480208596;0.565800499;0.268739305;2.105387964;0.035257551;0.999879841;hypothetical protein LOC691141;;;
ENSRNOG00000033881;Insyn2a;843.7383701;1.223385609;0.290879211;0.113537123;2.561974478;0.010407897;0.999879841;inhibitory synaptic factor 2A;;;
ENSRNOG00000033973;Ccdc177;545.7400568;0.807176041;-0.309044742;0.146536713;-2.108991915;0.034945279;0.999879841;coiled-coil domain containing 177;;;
ENSRNOG00000033993;NA;18.47556416;1.508419224;0.593037442;0.302506111;1.960414751;0.049947333;0.999879841;NA;;;
ENSRNOG00000034191;Fmo1;107.8813918;0.525345458;-0.92866167;0.404554277;-2.295518112;0.02170345;0.999879841;flavin containing dimethylaniline monoxygenase 1;;;
ENSRNOG00000036703;Itgax;7.363650152;0.38588089;-1.373772497;0.637823363;-2.153844743;0.031252349;0.999879841;integrin subunit alpha X;;;
ENSRNOG00000036816;Wls;3517.535084;0.857487381;-0.221812655;0.110468502;-2.007926701;0.044651081;0.999879841;Wnt ligand secretion mediator;;;
ENSRNOG00000037393;Wdr88;2.971657797;2.799032879;1.484928434;0.73725463;2.014132395;0.043995635;0.999879841;WD repeat domain 88;;;
ENSRNOG00000037462;Eml6;1387.601146;1.188569881;0.249226727;0.112842058;2.208633301;0.027200157;0.999879841;EMAP like 6;;;
ENSRNOG00000037562;Zbtb42;100.5500045;0.719141558;-0.475652311;0.242587493;-1.960745405;0.04990873;0.999879841;zinc finger and BTB domain containing 42;;;
ENSRNOG00000037838;P2ry10b;50.59876022;0.688026634;-0.53946368;0.263404058;-2.048046198;0.040555473;0.999879841;P2Y receptor family member 10B;;;
ENSRNOG00000038720;Cdkl1;1142.807077;1.364989604;0.448889963;0.159018171;2.822884711;0.004759368;0.999879841;cyclin dependent kinase like 1;;;
ENSRNOG00000038766;Atxn1l;2325.546625;0.904404645;-0.144959693;0.066557206;-2.177971418;0.029408165;0.999879841;ataxin 1-like;;;
ENSRNOG00000039560;Omd;76.52710684;0.550430381;-0.861367993;0.397106187;-2.169112495;0.030074144;0.999879841;osteomodulin;;;
ENSRNOG00000039596;Prob1;35.12566617;0.655416206;-0.609516748;0.299311442;-2.036396416;0.041710565;0.999879841;proline-rich basic protein 1;;;
ENSRNOG00000042111;Sult1c2a;12.35550689;0.339862395;-1.556977354;0.626035217;-2.487044359;0.012880934;0.999879841;sulfotransferase family 1C member 2A;;;
ENSRNOG00000042118;Cplane1;4578.417591;1.163064566;0.217931189;0.096088837;2.268017747;0.023328125;0.999879841;ciliogenesis and planar polarity effector complex subunit 1;;;
ENSRNOG00000042332;Slc44a5;390.906025;1.230217665;0.298913597;0.137744967;2.170050958;0.030002986;0.999879841;solute carrier family 44; member 5;;
ENSRNOG00000042340;Thoc2l;3195.847911;1.140432434;0.189580976;0.08845976;2.143132372;0.032102471;0.999879841;THO complex subunit 2-like;;;
ENSRNOG00000042496;Cyp4f5;192.9483712;0.714367999;-0.485260641;0.169166154;-2.868544507;0.004123652;0.999879841;cytochrome P450; family 4; subfamily f; polypeptide 5
ENSRNOG00000042536;Pde4d;7752.555889;1.16413885;0.219263142;0.098818524;2.218846571;0.026497164;0.999879841;phosphodiesterase 4D;;;
