category	ID	term	count	gene	logFC	adj_pval	zscore	P-MAGMA	B-MAGMA
BP	GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	89	ENSG00000157214,ENSG00000080815,ENSG00000139370,ENSG00000232810,ENSG00000170540,ENSG00000081479,ENSG00000164626,ENSG00000157551,ENSG00000135740,ENSG00000167703,ENSG00000171867,ENSG00000168003,ENSG00000083807,ENSG00000162572,ENSG00000109062,ENSG00000143153,ENSG00000163406,ENSG00000090020,ENSG00000106688,ENSG00000196517,ENSG00000221955,ENSG00000151012,ENSG00000139514,ENSG00000168447,ENSG00000147804,ENSG00000184185,ENSG00000103257,ENSG00000060237,ENSG00000076351,ENSG00000132326,ENSG00000142208,ENSG00000149150,ENSG00000108405,ENSG00000010704,ENSG00000110446,ENSG00000100678,ENSG00000130304,ENSG00000113504,ENSG00000059804,ENSG00000105221,ENSG00000117394,ENSG00000105281,ENSG00000124067	-1.766337803	0.019477169	0	0.039493	0.1347
REACTOME	REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	62	ENSG00000197170,ENSG00000113558,ENSG00000127922,ENSG00000143106,ENSG00000163636,ENSG00000143947,ENSG00000155846,ENSG00000100519,ENSG00000173692,ENSG00000115233,ENSG00000125818,ENSG00000131467,ENSG00000100911,ENSG00000100804,ENSG00000136930,ENSG00000068878,ENSG00000185627,ENSG00000041357,ENSG00000198742,ENSG00000101843,ENSG00000101182,ENSG00000161057,ENSG00000100567,ENSG00000108671,ENSG00000087191,ENSG00000055130,ENSG00000170315,ENSG00000095261,ENSG00000008018,ENSG00000175166,ENSG00000103035,ENSG00000165916,ENSG00000124813,ENSG00000129084	2.122	0.000178929	0	0.040315	0.18799
MF	GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	147	ENSG00000169288,ENSG00000132676,ENSG00000135972,ENSG00000112996,ENSG00000115364,ENSG00000114686,ENSG00000090263,ENSG00000198015,ENSG00000181991,ENSG00000146223,ENSG00000061794,ENSG00000143947,ENSG00000163584,ENSG00000172172,ENSG00000136522,ENSG00000135900,ENSG00000116251,ENSG00000138326,ENSG00000259494,ENSG00000131368,ENSG00000132313,ENSG00000122026,ENSG00000182774,ENSG00000037241,ENSG00000102738,ENSG00000163319,ENSG00000106591,ENSG00000137154,ENSG00000089009,ENSG00000243927,ENSG00000171863,ENSG00000242485,ENSG00000181610,ENSG00000243147,ENSG00000109475,ENSG00000266472,ENSG00000074071,ENSG00000068784,ENSG00000197345,ENSG00000233927,ENSG00000082515,ENSG00000182180,ENSG00000143314,ENSG00000125691,ENSG00000197728,ENSG00000172590,ENSG00000165502,ENSG00000114391,ENSG00000110700,ENSG00000112306,ENSG00000125445,ENSG00000149792,ENSG00000071082,ENSG00000175110,ENSG00000166441,ENSG00000147604,ENSG00000120333,ENSG00000142676,ENSG00000228393,ENSG00000134419,ENSG00000182899,ENSG00000129824,ENSG00000171421,ENSG00000143436,ENSG00000111639,ENSG00000188846,ENSG00000145592,ENSG00000186468,ENSG00000137547,ENSG00000185088	1.545480248	0.049266868	0	0.044805	0.12465
KEGG	KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	190	ENSG00000170345,ENSG00000188089,ENSG00000101096,ENSG00000172575,ENSG00000126934,ENSG00000099875,ENSG00000100311,ENSG00000034152,ENSG00000177885,ENSG00000126458,ENSG00000071242,ENSG00000198909,ENSG00000072133,ENSG00000173327,ENSG00000177606,ENSG00000079277,ENSG00000164086,ENSG00000107968,ENSG00000108861,ENSG00000169032,ENSG00000120129,ENSG00000174775,ENSG00000076984,ENSG00000158050,ENSG00000165995,ENSG00000185386,ENSG00000105329,ENSG00000077782,ENSG00000157388,ENSG00000127191,ENSG00000119699,ENSG00000141480,ENSG00000104814,ENSG00000100324,ENSG00000100968,ENSG00000120875,ENSG00000142208,ENSG00000138834,ENSG00000269335,ENSG00000151062,ENSG00000128272,ENSG00000128340,ENSG00000188130,ENSG00000173039,ENSG00000143507,ENSG00000168067,ENSG00000106211,ENSG00000105221,ENSG00000067191,ENSG00000167535,ENSG00000184381,ENSG00000102882,ENSG00000099942,ENSG00000175197,ENSG00000166484	-1.580516171	0.017390342	0	0.044931	0.10008
BP	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	140	ENSG00000124571,ENSG00000175054,ENSG00000169062,ENSG00000047410,ENSG00000138095,ENSG00000153201,ENSG00000119720,ENSG00000122068,ENSG00000163002,ENSG00000144231,ENSG00000181163,ENSG00000037474,ENSG00000164902,ENSG00000114503,ENSG00000165271,ENSG00000136243,ENSG00000110713,ENSG00000087302,ENSG00000085415,ENSG00000168872,ENSG00000253626,ENSG00000163904,ENSG00000108424,ENSG00000153207,ENSG00000072858,ENSG00000115875,ENSG00000011243,ENSG00000136231,ENSG00000160294,ENSG00000136937,ENSG00000138757,ENSG00000030066,ENSG00000116698,ENSG00000013364,ENSG00000173744,ENSG00000100296,ENSG00000170144,ENSG00000135829,ENSG00000122566,ENSG00000120253,ENSG00000112081,ENSG00000113569,ENSG00000147601,ENSG00000095319,ENSG00000138385,ENSG00000205323,ENSG00000132341,ENSG00000204842,ENSG00000102900,ENSG00000126226,ENSG00000163513,ENSG00000138035,ENSG00000101146,ENSG00000111605,ENSG00000151461,ENSG00000160679	1.733873923	0.006845251	0	0.045092	0.12071
REACTOME	REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	51	ENSG00000197170,ENSG00000127922,ENSG00000143106,ENSG00000163636,ENSG00000204389,ENSG00000143947,ENSG00000100519,ENSG00000173692,ENSG00000115233,ENSG00000125818,ENSG00000131467,ENSG00000100911,ENSG00000109971,ENSG00000100804,ENSG00000136930,ENSG00000068878,ENSG00000185627,ENSG00000041357,ENSG00000101843,ENSG00000101182,ENSG00000161057,ENSG00000100567,ENSG00000108671,ENSG00000087191,ENSG00000170315,ENSG00000095261,ENSG00000114867,ENSG00000008018,ENSG00000175166,ENSG00000103035,ENSG00000165916,ENSG00000129084	2.163	0.000205459	0	0.045119	0.2027
REACTOME	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	66	ENSG00000197170,ENSG00000113558,ENSG00000127922,ENSG00000164815,ENSG00000143106,ENSG00000163636,ENSG00000143947,ENSG00000100519,ENSG00000173692,ENSG00000115233,ENSG00000125818,ENSG00000125885,ENSG00000131467,ENSG00000100911,ENSG00000100804,ENSG00000136930,ENSG00000068878,ENSG00000185627,ENSG00000041357,ENSG00000101843,ENSG00000101182,ENSG00000161057,ENSG00000100567,ENSG00000108671,ENSG00000087191,ENSG00000055130,ENSG00000170315,ENSG00000095261,ENSG00000008018,ENSG00000175166,ENSG00000115942,ENSG00000103035,ENSG00000165916,ENSG00000129084	2.057	0.000300012	0	0.045143	0.17881
KEGG	KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	53	ENSG00000188089,ENSG00000101096,ENSG00000126934,ENSG00000169032,ENSG00000002330,ENSG00000174775,ENSG00000185386,ENSG00000027869,ENSG00000100968,ENSG00000124181,ENSG00000131196,ENSG00000142208,ENSG00000089159,ENSG00000128340,ENSG00000188130,ENSG00000106211,ENSG00000105221,ENSG00000184381,ENSG00000102882,ENSG00000112715	-1.834953117	0.023064776	0	0.04639	0.17957
REACTOME	REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	61	ENSG00000197170,ENSG00000113558,ENSG00000127922,ENSG00000143106,ENSG00000163636,ENSG00000143947,ENSG00000100519,ENSG00000173692,ENSG00000145743,ENSG00000115233,ENSG00000125818,ENSG00000131467,ENSG00000100911,ENSG00000100804,ENSG00000136930,ENSG00000068878,ENSG00000185627,ENSG00000041357,ENSG00000101843,ENSG00000036257,ENSG00000101182,ENSG00000161057,ENSG00000100567,ENSG00000108671,ENSG00000087191,ENSG00000055130,ENSG00000170315,ENSG00000095261,ENSG00000008018,ENSG00000175166,ENSG00000103035,ENSG00000165916,ENSG00000129084,ENSG00000101266	2.108	0.00026471	0	0.047122	0.18447
BP	GOBP_RNA_LOCALIZATION	GOBP_RNA_LOCALIZATION	174	ENSG00000124571,ENSG00000175054,ENSG00000169062,ENSG00000047410,ENSG00000174953,ENSG00000163468,ENSG00000175792,ENSG00000138095,ENSG00000055044,ENSG00000153201,ENSG00000119720,ENSG00000122068,ENSG00000163002,ENSG00000115484,ENSG00000144736,ENSG00000144231,ENSG00000181163,ENSG00000037474,ENSG00000164902,ENSG00000114503,ENSG00000146731,ENSG00000145414,ENSG00000120438,ENSG00000165271,ENSG00000136243,ENSG00000110713,ENSG00000087302,ENSG00000156261,ENSG00000085415,ENSG00000168872,ENSG00000166226,ENSG00000253626,ENSG00000163904,ENSG00000108424,ENSG00000130826,ENSG00000153207,ENSG00000072858,ENSG00000115875,ENSG00000011243,ENSG00000136231,ENSG00000135624,ENSG00000160294,ENSG00000136937,ENSG00000138757,ENSG00000030066,ENSG00000116698,ENSG00000013364,ENSG00000173744,ENSG00000117174,ENSG00000100296,ENSG00000150753,ENSG00000170144,ENSG00000135829,ENSG00000122566,ENSG00000120253,ENSG00000197451,ENSG00000112081,ENSG00000113569,ENSG00000145912,ENSG00000153187,ENSG00000147601,ENSG00000095319,ENSG00000138385,ENSG00000205323,ENSG00000132341,ENSG00000204842,ENSG00000102900,ENSG00000126226,ENSG00000163513,ENSG00000138035	2.012590045	3.16237E-05	0	0.047142	0.10719
BP	GOBP_CELLULAR_RESPONSE_TO_HEAT	GOBP_CELLULAR_RESPONSE_TO_HEAT	50	ENSG00000134001,ENSG00000175054,ENSG00000110172,ENSG00000047410,ENSG00000174953,ENSG00000168259,ENSG00000096717,ENSG00000105967,ENSG00000144231,ENSG00000204389,ENSG00000080824,ENSG00000198793,ENSG00000105821,ENSG00000196591,ENSG00000204388,ENSG00000116030,ENSG00000165280,ENSG00000105993,ENSG00000162129,ENSG00000111728,ENSG00000096384,ENSG00000149196,ENSG00000115008,ENSG00000104231,ENSG00000169245,ENSG00000151929	2.058081233	0.002375394	0	0.049777	0.20709
