x;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;;
ENSRNOG00000023664;Lepr;603.6284358;0.744062172;-0.426504921;0.336506588;-1.267448948;0.204994807;0.998987911;leptin receptor;;;;;
ENSRNOG00000023668;Scyl1;2135.231599;0.946513667;-0.079304757;0.096754133;-0.819652395;0.412414295;0.998987911;SCY1 like pseudokinase 1;;;;;
ENSRNOG00000023679;Prdm5;676.9088943;1.123018116;0.167381201;0.184949829;0.905008681;0.365460788;0.998987911;PR/SET domain 5;;;;;
ENSRNOG00000023683;Nog;287.5035525;0.937831626;-0.092599164;0.230365089;-0.401967001;0.687708312;0.998987911;noggin;;;;;
ENSRNOG00000023688;Drd1;514.2796984;1.266226769;0.3405358;0.383047405;0.889017379;0.37399374;0.998987911;dopamine receptor D1;;;;;
ENSRNOG00000023698;Tex14;22.26116232;1.188020952;0.24856028;0.33942045;0.732307909;0.463980653;0.998987911;testis expressed 14; intercellular bridge forming factor;;;;
ENSRNOG00000023700;C16h19orf44;383.5651133;0.994260379;-0.008304378;0.1572774;-0.052800833;0.957890598;0.998987911;similar to human chromosome 19 open reading frame 44;;;;;
ENSRNOG00000023708;Tmem176a;800.3421521;0.842358644;-0.247493486;0.131434181;-1.883022237;0.059697354;0.998987911;transmembrane protein 176A;;;;;
ENSRNOG00000023712;Stox1;23.32616018;1.179150873;0.237748323;0.345413124;0.688301362;0.491263024;0.998987911;storkhead box 1;;;;;
ENSRNOG00000023721;LOC502684;280.6237406;1.238545323;0.308646663;0.159721057;1.932410593;0.053308848;0.998987911;hypothetical protein LOC502684;;;;;
ENSRNOG00000023746;Tmem39b;784.4509031;1.057090832;0.080099347;0.154281082;0.519178024;0.603636602;0.998987911;transmembrane protein 39b;;;;;
ENSRNOG00000023753;Afdn;7722.956223;1.123594453;0.168121407;0.094360984;1.781683491;0.074800861;0.998987911;afadin; adherens junction formation factor;;;;
ENSRNOG00000023760;Plekhm3;2193.90633;1.018973467;0.027116486;0.083918962;0.323127043;0.74659903;0.998987911;pleckstrin homology domain containing M3;;;;;
ENSRNOG00000023762;NA;16.25734061;1.169639352;0.226063756;0.50216761;0.450175901;0.652583612;0.998987911;NA;;;;;
ENSRNOG00000023764;Kctd2;929.985498;0.972361625;-0.040435137;0.129026234;-0.313386943;0.753986703;0.998987911;potassium channel tetramerization domain containing 2;;;;;
ENSRNOG00000023765;Nyap2;2480.557093;1.032038513;0.04549681;0.130012534;0.349941723;0.726382434;0.998987911;neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2;;;;;
ENSRNOG00000023768;Rundc1;1147.479507;1.029964732;0.042594938;0.112333081;0.379184274;0.704551029;0.998987911;RUN domain containing 1;;;;;
ENSRNOG00000023778;Gcnt2;611.5075554;0.824321537;-0.278720906;0.192820656;-1.445492989;0.148319461;0.998987911;glucosaminyl (N-acetyl) transferase 2;;;;;
ENSRNOG00000023781;Plec;9185.336431;0.976412821;-0.034436856;0.11740966;-0.293305129;0.769288934;0.998987911;plectin;;;;;
ENSRNOG00000023786;Ybx1;1447.098131;1.171672188;0.228568988;0.132225301;1.72863277;0.083874841;0.998987911;Y box binding protein 1;;;;;
ENSRNOG00000023794;Mei4;60.28969824;1.163014477;0.217869055;0.267925813;0.813169334;0.416120979;0.998987911;meiotic double-stranded break formation protein 4;;;;;
ENSRNOG00000023803;Cmya5;706.9292499;1.044055391;0.062198254;0.148558122;0.418679591;0.675450313;0.998987911;cardiomyopathy associated 5;;;;;
ENSRNOG00000023807;Ccnyl1;1728.274367;1.118178572;0.161150603;0.105917981;1.521465963;0.128142946;0.998987911;cyclin Y-like 1;;;;;
ENSRNOG00000023809;Opcml;18553.23116;1.116133812;0.158510001;0.172057837;0.921259988;0.356914706;0.998987911;opioid binding protein/cell adhesion molecule-like;;;;;
ENSRNOG00000023812;Raver2;788.4834785;0.993529676;-0.009365034;0.172202701;-0.054383783;0.956629399;0.998987911;ribonucleoprotein; PTB-binding 2;;;;
ENSRNOG00000023816;Aph1a;1136.714818;0.893450047;-0.162541025;0.227953505;-0.71304464;0.475818134;0.998987911;aph-1 homolog A; gamma secretase subunit;;;;
ENSRNOG00000023824;C7h12orf56;36.01927873;1.476754377;0.562429888;0.472828925;1.189499748;0.23424307;0.998987911;similar to human chromosome 12 open reading frame 56;;;;;
ENSRNOG00000023828;LOC680875;55.65615316;1.475834128;0.561530583;0.567913418;0.988760901;0.322780138;0.998987911;similar to dystonin;;;;;
ENSRNOG00000023830;Dnase2;294.5615919;0.85771148;-0.221435665;0.124523732;-1.778260749;0.07536104;0.998987911;deoxyribonuclease 2; lysosomal;;;;
ENSRNOG00000023831;Sycp2l;35.65849996;0.909435352;-0.136957009;0.480573069;-0.284986858;0.775654211;0.998987911;synaptonemal complex protein 2-like;;;;;
ENSRNOG00000023837;Mtx3;2136.464049;1.057022939;0.080006685;0.097025956;0.824590535;0.409604097;0.998987911;metaxin 3;;;;;
ENSRNOG00000023850;Tbrg1;683.0642866;0.958209309;-0.061587265;0.157949083;-0.389918471;0.696596835;0.998987911;transforming growth factor beta regulator 1;;;;;
ENSRNOG00000023851;Igsf3;1368.757718;0.782987477;-0.352938861;0.164154939;-2.150034983;0.031552448;0.998987911;immunoglobulin superfamily; member 3;;;;
ENSRNOG00000023858;Prss39;2.533014132;1.259723543;0.333107156;0.951576979;0.350058023;0.726295153;0.998987911;protease; serine;39;;;
ENSRNOG00000023861;Snap91;15176.1523;1.02086095;0.029786372;0.128491578;0.231815754;0.816681121;0.998987911;synaptosome associated protein 91;;;;;
ENSRNOG00000023863;Gpr139;6.612066656;1.896345537;0.923221864;0.783225217;1.178743795;0.238500211;0.998987911;G protein-coupled receptor 139;;;;;
ENSRNOG00000023870;Sh2d7;16.83583197;0.658799581;-0.602088457;0.43120745;-1.396284913;0.162628715;0.998987911;SH2 domain containing 7;;;;;
ENSRNOG00000023874;Tmem62;1711.91488;1.06842885;0.095490837;0.065491495;1.458064694;0.144822712;0.998987911;transmembrane protein 62;;;;;
ENSRNOG00000023881;Skap1;27.95289856;0.993701132;-0.009116086;0.40251101;-0.022648041;0.981931022;0.998987911;src kinase associated phosphoprotein 1;;;;;
ENSRNOG00000023895;Ube2u;36.09258064;1.069303812;0.096671811;0.499142789;0.193675664;0.846429848;0.998987911;ubiquitin conjugating enzyme E2 U;;;;;
ENSRNOG00000023896;Dusp6;1161.138824;0.762953345;-0.390333257;0.262519157;-1.486875328;0.137047742;0.998987911;dual specificity phosphatase 6;;;;;
ENSRNOG00000023908;Egfem1;3370.008771;1.194548212;0.256465082;0.55015643;0.466167562;0.641095566;0.998987911;EGF-like and EMI domain containing 1;;;;;
ENSRNOG00000023910;Man2b1;1361.459294;1.041923449;0.059249285;0.11900948;0.497853493;0.618587309;0.998987911;mannosidase; alpha; class 2B; member 1;;
ENSRNOG00000023917;RGD1565297;5.118159875;1.117481891;0.160251453;0.706760977;0.226740663;0.820625406;0.998987911;similar to hypothetical protein A;;;;;
ENSRNOG00000023919;Nipsnap2;2522.260914;1.05097504;0.071728407;0.081276784;0.882520242;0.377495539;0.998987911;nipsnap homolog 2;;;;;
ENSRNOG00000023920;Zfp791;125.6474104;0.983462542;-0.02405799;0.156941213;-0.153293007;0.878167215;0.998987911;zinc finger protein 791;;;;;
ENSRNOG00000023923;Fastkd2;448.9458836;0.95048359;-0.073266375;0.13851024;-0.528959993;0.596833203;0.998987911;FAST kinase domains 2;;;;;
ENSRNOG00000023931;Ggn;22.74853073;0.934072327;-0.09839383;0.287608424;-0.342110391;0.732267818;0.998987911;gametogenetin;;;;;
ENSRNOG00000023935;Nrsn2;1520.877423;0.892772415;-0.163635644;0.252909865;-0.647011706;0.517624367;0.998987911;neurensin 2;;;;;
ENSRNOG00000023937;Slc49a3;84.88163479;1.096189165;0.13249678;0.236357165;0.560578649;0.57508481;0.998987911;solute carrier family 49 member 3;;;;;
ENSRNOG00000023941;Fam178b;32.00047395;1.161629371;0.216149836;0.490414334;0.440749426;0.659394411;0.998987911;family with sequence similarity 178; member B;;;;
ENSRNOG00000023946;Dmac1;374.4906169;0.947772786;-0.077386859;0.107504369;-0.719848496;0.471618282;0.998987911;distal membrane arm assembly component 1;;;;;
ENSRNOG00000023951;Tbc1d30;1206.132613;0.957951289;-0.061975797;0.177344039;-0.349466479;0.726739133;0.998987911;TBC1 domain family; member 30;;;;
ENSRNOG00000023965;Arhgef38;11.35788189;1.077353886;0.107492219;0.449681461;0.239040807;0.81107394;0.998987911;Rho guanine nucleotide exchange factor 38;;;;;
ENSRNOG00000023968;NA;44.73372739;1.026946346;0.038360809;0.244350504;0.156990914;0.875252009;0.998987911;NA;;;;;
ENSRNOG00000023969;Herc6;2063.47;1.064394833;0.090033412;0.121762861;0.739416037;0.459654407;0.998987911;HECT and RLD domain containing E3 ubiquitin protein ligase family member 6;;;;;
ENSRNOG00000023972;Col4a2;3262.35388;0.96719288;-0.048124471;0.245058271;-0.196379707;0.844312979;0.998987911;collagen type IV alpha 2 chain;;;;;
ENSRNOG00000023985;Fan1;456.6681731;1.061125495;0.085595288;0.123975433;0.690421366;0.489929244;0.998987911;FANCD2 and FANCI associated nuclease 1;;;;;
ENSRNOG00000023989;Actr5;280.6421882;1.026703038;0.038018959;0.155248964;0.244890261;0.806541403;0.998987911;actin related protein 5;;;;;
ENSRNOG00000023991;Rab20;34.99417563;0.718805755;-0.476326136;0.267672803;-1.779508904;0.075156366;0.998987911;RAB20; member RAS oncogene family;;;;
ENSRNOG00000023993;Kif1a;64423.31017;0.959468788;-0.05969222;0.105078729;-0.568071395;0.56998649;0.998987911;kinesin family member 1A;;;;;
ENSRNOG00000024000;Cd22;9.023432231;1.572426362;0.652992457;0.865692476;0.754300718;0.450668671;0.998987911;CD22 molecule;;;;;
ENSRNOG00000024008;Cdc25c;92.87843014;0.883890335;-0.17806071;0.227586616;-0.782386563;0.433987428;0.998987911;cell division cycle 25C;;;;;
ENSRNOG00000024012;Pex10;205.764766;1.103687576;0.142331842;0.150483249;0.945831798;0.344234384;0.998987911;peroxisomal biogenesis factor 10;;;;;
ENSRNOG00000024016;Cyp2c6v1;5.864247647;1.116557579;0.15905765;0.662524922;0.240077988;0.810269798;0.998987911;cytochrome P450; family 2; subfamily C; polypeptide 6; variant 1;
ENSRNOG00000024019;Ccdc6;1808.803774;1.099273451;0.13655031;0.130238242;1.048465549;0.294424167;0.998987911;coiled-coil domain containing 6;;;;;
ENSRNOG00000024022;Ndfip2;4078.884029;0.925842747;-0.111160919;0.153224075;-0.72547946;0.468157941;0.998987911;Nedd4 family interacting protein 2;;;;;
ENSRNOG00000024025;Edc4;2416.684509;1.007602346;0.010926387;0.194319771;0.056228898;0.95515946;0.998987911;enhancer of mRNA decapping 4;;;;;
ENSRNOG00000024027;Lemd3;1685.302416;0.930316694;-0.104206179;0.1289488;-0.808120583;0.41902117;0.998987911;LEM domain containing 3;;;;;
ENSRNOG00000024028;Sprr1a;22.16321736;1.298358841;0.376689172;0.690712154;0.545363462;0.585503565;0.998987911;small proline-rich protein 1A;;;;;
ENSRNOG00000024036;Fam98c;768.7375755;0.951562119;-0.071630255;0.195760388;-0.36590781;0.714433868;0.998987911;family with sequence similarity 98; member C;;;;
ENSRNOG00000024039;Serinc5;2865.575123;1.411916688;0.497654963;0.245753149;2.02501968;0.042865343;0.998987911;serine incorporator 5;;;;;
ENSRNOG00000024040;Mb21d2;1202.556261;0.926798858;-0.109671828;0.095887114;-1.143759815;0.252723259;0.998987911;Mab-21 domain containing 2;;;;;
ENSRNOG00000024043;Orc6;281.7682953;1.057918889;0.08122902;0.105907689;0.766979433;0.443093744;0.998987911;origin recognition complex; subunit 6;;;;
ENSRNOG00000024056;Zfp715;712.2108037;1.028109625;0.039994105;0.134159066;0.298109592;0.765619521;0.998987911;zinc finger protein 715;;;;;
ENSRNOG00000024061;Rarb;260.7742972;0.964952382;-0.051470344;0.143765443;-0.358016102;0.720331263;0.998987911;retinoic acid receptor; beta;;;;
ENSRNOG00000024065;Zfp575;241.9057327;1.084057605;0.116441421;0.16725038;0.6962102;0.486297201;0.998987911;zinc finger protein 575;;;;;
ENSRNOG00000024066;Fundc2;469.6541461;1.145803575;0.196359744;0.120187938;1.633772463;0.102306637;0.998987911;FUN14 domain containing 2;;;;;
ENSRNOG00000024073;Syce1;23.41379318;1.055150517;0.077448814;0.345264899;0.22431708;0.822510587;0.998987911;synaptonemal complex central element protein 1;;;;;
ENSRNOG00000024077;Fbxo5;39.54468313;1.019886916;0.028409197;0.277764092;0.102278149;0.918535899;0.998987911;F-box protein 5;;;;;
ENSRNOG00000024082;Gldn;132.0764401;1.075076045;0.104438712;0.251028965;0.416042476;0.677378922;0.998987911;gliomedin;;;;;
ENSRNOG00000024085;Tmem237;1607.535116;1.074279156;0.103368932;0.1052727;0.981915844;0.32614131;0.998987911;transmembrane protein 237;;;;;
ENSRNOG00000024089;Fndc3b;745.0798064;0.984961037;-0.02186144;0.10445875;-0.209282992;0.834227329;0.998987911;fibronectin type III domain containing 3B;;;;;
ENSRNOG00000024093;Dmrta1;5.157231239;0.858265975;-0.22050329;0.73179838;-0.301316996;0.763172782;0.998987911;DMRT-like family A1;;;;;
ENSRNOG00000024101;Phkb;4200.092472;1.076301961;0.106082889;0.134288071;0.789965101;0.42954815;0.998987911;phosphorylase kinase regulatory subunit beta;;;;;
ENSRNOG00000024111;Cage1;96.01620659;1.071154974;0.099167223;0.201842259;0.49131051;0.623206848;0.998987911;cancer antigen 1;;;;;
ENSRNOG00000024112;Dgkq;1575.481255;1.048254855;0.067989512;0.177554348;0.382922257;0.701777408;0.998987911;diacylglycerol kinase; theta;;;;
ENSRNOG00000024114;Zdbf2;1825.653944;1.216839437;0.283138816;0.291233746;0.972204698;0.330948724;0.998987911;zinc finger; DBF-type containing 2;;;;
ENSRNOG00000024115;C6;11.10234911;0.747773634;-0.41932649;0.586130357;-0.71541507;0.474352603;0.998987911;complement C6;;;;;
ENSRNOG00000024120;Rxfp1;1052.213566;1.155688945;0.208753147;0.232471794;0.897971937;0.369200511;0.998987911;relaxin family peptide receptor 1;;;;;
ENSRNOG00000024125;Slain1;2020.994146;1.413786405;0.499564174;0.216350246;2.309052952;0.020940643;0.998987911;SLAIN motif family; member 1;;;;
ENSRNOG00000024127;Atp13a5;737.4742205;1.053636825;0.075377675;0.312226768;0.241419642;0.80922989;0.998987911;ATPase 13A5;;;;;
ENSRNOG00000024128;Aco2;16663.42886;0.899470223;-0.152852573;0.118081611;-1.294465512;0.195504674;0.998987911;aconitase 2;;;;;
ENSRNOG00000024135;Zmat1;1754.212567;1.212898839;0.278459228;0.143589928;1.939267133;0.052468819;0.998987911;zinc finger; matrin-type 1;;;;
ENSRNOG00000024136;Fam151b;1112.49077;1.284561683;0.361276168;0.149211222;2.421239921;0.015467665;0.998987911;family with sequence similarity 151; member B;;;;
ENSRNOG00000024139;Miip;457.0387758;1.100583155;0.138268153;0.233064714;0.593260774;0.553006646;0.998987911;migration and invasion inhibitory protein;;;;;
ENSRNOG00000024140;Sft2d1;1110.713131;1.133485857;0.18076639;0.130878939;1.381172495;0.16722593;0.998987911;SFT2 domain containing 1;;;;;
ENSRNOG00000024142;Arglu1;5220.673278;1.177984376;0.236320404;0.110908192;2.13077501;0.033107682;0.998987911;arginine and glutamate rich 1;;;;;
ENSRNOG00000024144;Cdipt;3141.797046;0.893451054;-0.162539398;0.148494364;-1.094582941;0.273699393;0.998987911;CDP-diacylglycerol--inositol 3-phosphatidyltransferase;;;;;
ENSRNOG00000024145;Trim65;225.5572201;1.052155215;0.073347548;0.182971083;0.400869618;0.68851612;0.998987911;tripartite motif-containing 65;;;;;
ENSRNOG00000024159;Fcer1g;447.8766428;1.388608253;0.473639651;0.337886835;1.401770066;0.16098392;0.998987911;Fc epsilon receptor Ig;;;;;
ENSRNOG00000024170;Phf5a;621.7030483;0.954152404;-0.067708373;0.112049835;-0.60427017;0.545664035;0.998987911;PHD finger protein 5A;;;;;
ENSRNOG00000024172;T2;65.83177075;4.117031686;2.041604552;0.829118909;2.462378472;NA;NA;brachyury 2;;;;;
ENSRNOG00000024178;Cenpt;3.334732351;1.333614332;0.415341514;0.954753265;0.435024974;0.6635443;0.998987911;centromere protein T;;;;;
ENSRNOG00000024186;Eef1b2;2860.991642;0.919676108;-0.120802234;0.094106346;-1.283677866;0.199254692;0.998987911;eukaryotic translation elongation factor 1 beta 2;;;;;
ENSRNOG00000024190;Rasef;24.33922694;1.191274071;0.252505366;0.394896976;0.639420865;0.522549179;0.998987911;RAS and EF hand domain containing;;;;;
ENSRNOG00000024194;Rsf1;2989.863122;1.109512315;0.149925681;0.15230014;0.984409345;0.324914285;0.998987911;remodeling and spacing factor 1;;;;;
ENSRNOG00000024197;LOC100362345;86.68851763;1.151117837;0.203035526;0.342562164;0.592696881;0.553384029;0.998987911;hypothetical protein LOC100362345;;;;;
ENSRNOG00000024200;LOC690235;2.174157105;22.89243563;4.516799061;2.808777567;1.608101372;NA;NA;similar to MAP/microtubule affinity-regulating kinase 4 (MAP/microtubule affinity-regulating kinase-like 1);;;;;
ENSRNOG00000024201;Fer1l5;7.519801678;1.239322435;0.309551582;0.537776354;0.575613971;0.564876136;0.998987911;fer-1-like family member 5;;;;;
ENSRNOG00000024204;Ifne;2.314381685;1.014625051;0.020946686;0.99625411;0.021025445;0.983225358;0.998987911;interferon; epsilon;;;;
ENSRNOG00000024207;Fgfrl1;320.7381391;0.816392633;-0.292664931;0.241305427;-1.212840233;0.22519091;0.998987911;fibroblast growth factor receptor-like 1;;;;;
ENSRNOG00000024210;Nlrc3;2.976150904;1.287587636;0.364670629;0.8726082;0.417908781;0.676013812;0.998987911;NLR family; CARD domain containing 3;;;;
ENSRNOG00000024212;Tent4b;3106.659159;1.06455716;0.090253415;0.123771836;0.729191858;0.465884311;0.998987911;terminal nucleotidyltransferase 4B;;;;;
ENSRNOG00000024213;Golim4;1125.040259;1.10623339;0.145655793;0.226899017;0.641941048;0.52091146;0.998987911;golgi integral membrane protein 4;;;;;
ENSRNOG00000024221;Mettl24;126.0673783;0.91439571;-0.12910946;0.237877289;-0.542756565;0.587297423;0.998987911;methyltransferase like 24;;;;;
ENSRNOG00000024230;Tnfaip8l3;180.4105436;1.095883259;0.132094121;0.184622279;0.715483101;0.47431058;0.998987911;TNF alpha induced protein 8 like 3;;;;;
ENSRNOG00000024237;Scel;137.7777914;1.115695268;0.157943034;0.257693828;0.612909652;0.539936081;0.998987911;sciellin;;;;;
ENSRNOG00000024239;Fam89b;698.414245;0.919471932;-0.12112256;0.173585689;-0.697768122;0.485322218;0.998987911;family with sequence similarity 89; member B;;;;
ENSRNOG00000024241;Cdc23;2729.601895;1.08427996;0.116737308;0.115389526;1.011680279;0.311690948;0.998987911;cell division cycle 23;;;;;
ENSRNOG00000024243;Cadm4;5966.983004;0.919484637;-0.121102625;0.210246192;-0.576003893;0.56461255;0.998987911;cell adhesion molecule 4;;;;;
ENSRNOG00000024245;Zkscan2;283.8533179;0.931627292;-0.102175191;0.141280543;-0.723207802;0.469552226;0.998987911;zinc finger with KRAB and SCAN domains 2;;;;;
ENSRNOG00000024250;Wwc3;1423.568478;0.969368593;-0.044882754;0.104853015;-0.428054016;0.668611794;0.998987911;WWC family member 3;;;;;
ENSRNOG00000024257;Irgc;6.379660966;1.619297003;0.695367621;0.60238974;1.154348382;0.248357368;0.998987911;immunity related GTPase cinema;;;;;
ENSRNOG00000024259;Tmem54;1.155615115;0.566070961;-0.820945179;1.673823528;-0.49046101;0.623807713;0.998987911;transmembrane protein 54;;;;;
ENSRNOG00000024264;Amz1;353.0956927;0.94357524;-0.083790532;0.205512536;-0.407714945;0.683482964;0.998987911;archaelysin family metallopeptidase 1;;;;;
ENSRNOG00000024266;Haus5;186.4619161;1.084657672;0.117239787;0.16874927;0.6947573;0.487207412;0.998987911;HAUS augmin-like complex; subunit 5;;;;
ENSRNOG00000024272;Ino80d;670.9057706;1.024330562;0.034681363;0.11628168;0.298253023;0.765510055;0.998987911;INO80 complex subunit D;;;;;
ENSRNOG00000024277;Card11;132.3307232;0.974780276;-0.036851035;0.191993795;-0.191938678;0.84779024;0.998987911;caspase recruitment domain family; member 11;;;;
ENSRNOG00000024278;Rbm42;1070.814066;0.88798173;-0.171398102;0.220868822;-0.77601764;0.43773857;0.998987911;RNA binding motif protein 42;;;;;
ENSRNOG00000024280;Ccdc170;239.7211283;1.739989287;0.799078423;0.440225694;1.815156257;0.0694999;0.998987911;coiled-coil domain containing 170;;;;;
ENSRNOG00000024309;Cox6b1;3013.93164;0.905217535;-0.143663563;0.131864741;-1.089476697;0.275943725;0.998987911;cytochrome c oxidase subunit 6B1;;;;;
ENSRNOG00000024310;Kcnf1;2082.54036;0.889625768;-0.168729518;0.260480694;-0.647762088;0.51713884;0.998987911;potassium voltage-gated channel modifier subfamily F member 1;;;;;
ENSRNOG00000024312;Xkr8;195.2109514;1.097405119;0.13409621;0.213291854;0.628698225;0.52954664;0.998987911;XK related 8;;;;;
ENSRNOG00000024322;Shroom2;4208.357383;1.002688445;0.003873402;0.172504285;0.022453949;0.982085846;0.998987911;shroom family member 2;;;;;
ENSRNOG00000024330;Ngp;4.708781001;0.633398424;-0.658814818;0.807529862;-0.815839573;0.414591897;0.998987911;neutrophilic granule protein;;;;;
ENSRNOG00000024331;Upk1a;7.547966809;1.154350185;0.207080948;0.502142114;0.412395101;0.680049853;0.998987911;uroplakin 1A;;;;;
ENSRNOG00000024335;Fastkd1;640.8442187;1.054372108;0.076384111;0.141826305;0.538575063;0.590180098;0.998987911;FAST kinase domains 1;;;;;
ENSRNOG00000024336;Senp6;4922.146869;1.163043944;0.217905608;0.175352932;1.242668744;0.213989926;0.998987911;SUMO specific peptidase 6;;;;;
ENSRNOG00000024338;C6h2orf50;31.57958311;1.779058351;0.83111383;0.531124518;1.564819175;0.117625314;0.998987911;similar to human chromosome 2 open reading frame 50;;;;;
ENSRNOG00000024345;Pard3b;384.0166831;0.97451198;-0.037248174;0.182197356;-0.204438609;0.838010762;0.998987911;par-3 family cell polarity regulator beta;;;;;
ENSRNOG00000024346;Plet1;2.113353432;3.128140114;1.645305135;1.163044995;1.414653037;0.15717025;0.998987911;placenta expressed transcript 1;;;;;
ENSRNOG00000024349;Cbarp;7747.902172;0.872095118;-0.197442599;0.210856267;-0.93638478;0.349075112;0.998987911;CACN subunit beta associated regulatory protein;;;;;
ENSRNOG00000024352;Tyw1;632.3227977;1.05756942;0.080752366;0.107507327;0.751133606;0.452572253;0.998987911;tRNA-yW synthesizing protein 1 homolog;;;;;
ENSRNOG00000024363;Sertad1;208.9795395;0.864571437;-0.209942921;0.251701244;-0.83409568;0.404227069;0.998987911;SERTA domain containing 1;;;;;
ENSRNOG00000024364;Enkd1;79.81355396;0.995768494;-0.006117725;0.279661644;-0.021875452;0.982547307;0.998987911;enkurin domain containing 1;;;;;
ENSRNOG00000024365;Ect2;23.52943627;1.717360608;0.780193006;0.442202685;1.764333488;0.077675849;0.998987911;epithelial cell transforming 2;;;;;
ENSRNOG00000024372;Cwf19l2;2641.115903;1.043584642;0.061547618;0.168984192;0.36422116;0.715692867;0.998987911;CWF19 like cell cycle control factor 2;;;;;
ENSRNOG00000024376;Zfp111;402.3986515;1.130036792;0.176369745;0.133267759;1.323423955;0.18569443;0.998987911;zinc finger protein 111;;;;;
ENSRNOG00000024382;Fcgr3a;60.95598746;0.897223404;-0.156460841;0.239620336;-0.652953098;0.513786516;0.998987911;Fc gamma receptor 3A;;;;;
ENSRNOG00000024390;Osm;7.15993598;0.618341497;-0.693524266;0.568369013;-1.220200698;0.222388802;0.998987911;oncostatin M;;;;;
ENSRNOG00000024402;Focad;4886.408409;1.084045886;0.116425825;0.137683962;0.845601943;0.397774841;0.998987911;focadhesin;;;;;
ENSRNOG00000024410;Blvrb;2728.634215;0.939281717;-0.090370167;0.092803525;-0.973779463;0.330166052;0.998987911;biliverdin reductase B;;;;;
ENSRNOG00000024411;Cbr4;676.1396453;0.96291917;-0.054513396;0.079916218;-0.682131826;0.495155598;0.998987911;carbonyl reductase 4;;;;;
ENSRNOG00000024414;Ate1;3407.661976;1.018463751;0.026394633;0.109511868;0.241020756;0.80953903;0.998987911;arginyltransferase 1;;;;;
ENSRNOG00000024420;Eme1;0.88240654;2.065982036;1.04682771;1.749119688;0.598488324;0.549514148;0.998987911;essential meiotic structure-specific endonuclease 1;;;;;
ENSRNOG00000024426;Mro;442.231489;0.884102647;-0.177714214;0.159537912;-1.113930931;0.265308819;0.998987911;maestro;;;;;
ENSRNOG00000024428;Kif20a;17.27507448;1.555076608;0.636985654;0.427545742;1.489865507;0.136259603;0.998987911;kinesin family member 20A;;;;;
ENSRNOG00000024429;Peg12;1.247024302;0.991677818;-0.012056609;1.518770149;-0.007938402;0.993666138;0.999791023;paternally expressed 12;;;;;
ENSRNOG00000024433;Fbxl7;223.8551985;1.107027213;0.146690687;0.318077936;0.461178442;0.644670587;0.998987911;F-box and leucine-rich repeat protein 7;;;;;
ENSRNOG00000024435;Galnt17;3672.189169;0.947569519;-0.077696303;0.115881459;-0.670480883;0.502551289;0.998987911;polypeptide N-acetylgalactosaminyltransferase 17;;;;;
ENSRNOG00000024437;Blcap;2753.97243;0.987758665;-0.017769497;0.149903019;-0.118539956;0.905639838;0.998987911;BLCAP; apoptosis inducing factor;;;;
ENSRNOG00000024445;Slx4;1256.174499;1.09418879;0.12986168;0.170865729;0.76002181;0.447241548;0.998987911;SLX4 structure-specific endonuclease subunit;;;;;
ENSRNOG00000024450;Poc1b;715.0892286;1.109717246;0.150192127;0.111093971;1.351937696;0.176395247;0.998987911;POC1 centriolar protein B;;;;;
ENSRNOG00000024452;Carmil2;1987.669361;0.909286701;-0.137192842;0.166519631;-0.823883895;0.410005532;0.998987911;capping protein regulator and myosin 1 linker 2;;;;;
ENSRNOG00000024454;Ccdc149;1488.425502;1.024225019;0.034532706;0.106487876;0.324287678;0.745720248;0.998987911;coiled-coil domain containing 149;;;;;
ENSRNOG00000024455;Gnptg;1702.090544;0.953346318;-0.068927703;0.104558699;-0.659224952;0.509751326;0.998987911;N-acetylglucosamine-1-phosphate transferase subunit gamma;;;;;
ENSRNOG00000024456;Radil;552.8334308;1.008424405;0.012102939;0.192995946;0.062710847;0.94999676;0.998987911;Rap associating with DIL domain;;;;;
ENSRNOG00000024457;Cyct;318.9895982;1.018683071;0.026705275;0.176198626;0.151563469;0.879531248;0.998987911;cytochrome c; testis;;;;
ENSRNOG00000024460;Tars3;1506.261888;1.069127134;0.096433419;0.205063954;0.470260215;0.638169118;0.998987911;threonyl-tRNA synthetase 3;;;;;
ENSRNOG00000024461;Marchf11;325.1785392;1.045915743;0.064766635;0.227202484;0.285061297;0.775597181;0.998987911;membrane associated ring-CH-type finger 11;;;;;
ENSRNOG00000024468;Traf3ip1;1041.132955;1.314826795;0.394872763;0.168286067;2.346437653;0.018953837;0.998987911;TRAF3 interacting protein 1;;;;;
ENSRNOG00000024470;Lman1;1654.427709;0.955894609;-0.06507653;0.072322323;-0.89981249;0.368220046;0.998987911;lectin; mannose-binding;1;;;
ENSRNOG00000024479;Klhl34;2.074500433;0.6277889;-0.671648575;1.053211304;-0.637714931;0.523659264;0.998987911;kelch-like family member 34;;;;;
ENSRNOG00000024482;Tnrc18;3415.014256;0.888505434;-0.170547495;0.146187926;-1.166631882;0.243359063;0.998987911;trinucleotide repeat containing 18;;;;;
ENSRNOG00000024492;Ap1ar;2494.145203;0.992983704;-0.010158054;0.158364148;-0.064143645;0.94885585;0.998987911;adaptor-related protein complex 1 associated regulatory protein;;;;;
