;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;
ENSRNOG00000023895;Ube2u;36.09258064;0.385195386;-1.376337671;0.601973818;-2.286374638;0.022232351;0.532836462;ubiquitin conjugating enzyme E2 U;;;;
ENSRNOG00000016831;Serpinh1;1155.987302;0.721800997;-0.470326958;0.205842308;-2.284889648;0.022319299;0.533306694;serpin family H member 1;;;;
ENSRNOG00000051237;NA;494.2039234;1.298695919;0.377063673;0.164988121;2.285398916;0.022289448;0.533306694;NA;;;;
ENSRNOG00000010352;Dnajc3;755.1050984;1.409568341;0.495253427;0.217067852;2.281560456;0.022515304;0.534546305;DnaJ heat shock protein family (Hsp40) member C3;;;;
ENSRNOG00000013232;Nr6a1;595.2245556;1.429002129;0.515008065;0.22607753;2.278015268;0.022725668;0.534546305;nuclear receptor subfamily 6; group A; member 1;;
ENSRNOG00000014819;Hap1;3704.06345;0.572070405;-0.805735384;0.353703284;-2.277998031;0.022726695;0.534546305;huntingtin-associated protein 1;;;;
ENSRNOG00000028254;Tmem141;285.0211693;0.608553319;-0.716544423;0.314592676;-2.277689464;0.022745086;0.534546305;transmembrane protein 141;;;;
ENSRNOG00000029146;C15h14orf119;554.5875915;0.730796991;-0.452457402;0.19848705;-2.279531095;0.022635514;0.534546305;similar to human chromosome 14 open reading frame 119;;;;
ENSRNOG00000049937;Pdxk;692.8955643;0.741427007;-0.431623427;0.189322297;-2.279834089;0.02261753;0.534546305;pyridoxal kinase;;;;
ENSRNOG00000054689;Cox7b;2748.79781;1.450574065;0.53662396;0.235400283;2.279623258;0.022630042;0.534546305;cytochrome c oxidase subunit 7B;;;;
ENSRNOG00000060680;LOC102547830;60.43294547;0.578034983;-0.790771287;0.347096421;-2.278246734;0.022711881;0.534546305;uncharacterized LOC102547830;;;;
ENSRNOG00000065346;NA;392.9648203;0.733327617;-0.447470224;0.195994841;-2.283071435;0.022426161;0.534546305;NA;;;;
ENSRNOG00000065683;NA;613.0670193;1.525919973;0.609679302;0.267735544;2.277169829;0.022776086;0.534546305;NA;;;;
ENSRNOG00000069843;NA;154.3617928;1.654990215;0.726822688;0.318891055;2.279219427;0.022654025;0.534546305;NA;;;;
ENSRNOG00000070008;NA;15.80901883;0.31412452;-1.670591535;0.732333038;-2.281190999;0.022537147;0.534546305;NA;;;;
ENSRNOG00000006283;LOC100359922;1891.782305;0.741999691;-0.43050951;0.189187873;-2.275566094;0.022871993;0.534739162;60S ribosomal protein L13-like;;;;
ENSRNOG00000013947;Rabl2;632.8476809;1.317812949;0.398145608;0.174934747;2.275966406;0.02284802;0.534739162;RAB; member of RAS oncogene family like 2;;;
ENSRNOG00000024923;Nnat;4367.13387;0.390995805;-1.354774968;0.595628786;-2.274529034;0.022934197;0.534739162;neuronatin;;;;
ENSRNOG00000049580;Gpr6;23.85961601;0.384342527;-1.379535479;0.60659859;-2.27421478;0.022953076;0.534739162;G protein-coupled receptor 6;;;;
ENSRNOG00000069899;NA;420.8734796;1.525524753;0.609305589;0.267786803;2.275338376;0.022885639;0.534739162;NA;;;;
ENSRNOG00000001598;Usp16;1080.010998;1.330112256;0.411548008;0.181261854;2.270461209;0.023179614;0.535465452;ubiquitin specific peptidase 16;;;;
ENSRNOG00000002930;Ppl;70.57441973;1.924866519;0.944758405;0.417694382;2.261841301;0.02370721;0.535465452;periplakin;;;;
ENSRNOG00000005869;NA;499.5514497;1.571952443;0.652557572;0.288619536;2.260961202;0.02376166;0.535465452;NA;;;;
ENSRNOG00000005908;Dmtf1;3111.546187;1.327181865;0.408366078;0.180158617;2.266703006;0.023408375;0.535465452;cyclin D binding myb-like transcription factor 1;;;;
ENSRNOG00000008037;Tmed1;244.9861707;0.619559756;-0.690684659;0.304918193;-2.265147422;0.023503634;0.535465452;transmembrane p24 trafficking protein 1;;;;
ENSRNOG00000008469;Mettl5;551.4864606;1.423357269;0.50929783;0.224991126;2.263635186;0.023596562;0.535465452;methyltransferase 5; N6-adenosine;;;
ENSRNOG00000010795;Cnot4;3214.185816;1.358052493;0.441539245;0.195224836;2.261696068;0.023716188;0.535465452;CCR4-NOT transcription complex; subunit 4;;;
ENSRNOG00000011831;Nudt18;889.7862916;0.685323162;-0.545143647;0.240313719;-2.268466612;0.023300782;0.535465452;nudix hydrolase 18;;;;
ENSRNOG00000012098;Adcyap1r1;6394.308287;0.753499397;-0.408321738;0.180438357;-2.262943113;0.023639196;0.535465452;ADCYAP receptor type I;;;;
ENSRNOG00000013436;Pde7b;1400.588445;1.531478344;0.614924967;0.27114245;2.267903706;0.023335076;0.535465452;phosphodiesterase 7B;;;;
ENSRNOG00000014805;Wrap73;370.9812685;0.683718277;-0.548526104;0.24204532;-2.266212391;0.023438382;0.535465452;WD repeat containing; antisense to TP73;;;
ENSRNOG00000016280;Btrc;3233.025287;1.232598152;0.301702534;0.133070088;2.267245319;0.023375244;0.535465452;beta-transducin repeat containing E3 ubiquitin protein ligase;;;;
ENSRNOG00000028206;Pheta1;312.9478498;0.601695253;-0.732895119;0.324024015;-2.261854325;0.023706405;0.535465452;PH domain containing endocytic trafficking adaptor 1;;;;
ENSRNOG00000028225;Tnni3k;44.1738658;0.494272332;-1.016621944;0.448817253;-2.265113335;0.023505726;0.535465452;TNNI3 interacting kinase;;;;
ENSRNOG00000045961;Lyrm7;647.5287137;1.394021469;0.47925278;0.211275059;2.26838313;0.023305865;0.535465452;LYR motif containing 7;;;;
ENSRNOG00000048389;Fgf18;88.25987669;1.601042766;0.679011844;0.299900832;2.264121239;0.023566659;0.535465452;fibroblast growth factor 18;;;;
ENSRNOG00000048487;Slc12a9;494.1125612;0.631440107;-0.663282197;0.292006066;-2.271467183;0.023118711;0.535465452;solute carrier family 12; member 9;;;
ENSRNOG00000051048;Gapdh-ps2;3211.90268;0.69603238;-0.522773672;0.230911304;-2.263958775;0.02357665;0.535465452;glyceraldehyde-3-phosphate dehydrogenase; pseudogene 2;;;
ENSRNOG00000053450;Myadm;2015.468067;1.359430164;0.44300204;0.195686044;2.263840742;0.023583912;0.535465452;myeloid-associated differentiation marker;;;;
ENSRNOG00000053902;NA;11.0499099;0.191866252;-2.381827118;1.053253244;-2.261400222;0.023734485;0.535465452;NA;;;;
ENSRNOG00000063783;NA;48.59370385;2.176683225;1.122131466;0.494294834;2.270166284;0.023197496;0.535465452;NA;;;;
ENSRNOG00000068600;NA;442.8788417;1.550508558;0.632741489;0.278605497;2.271101954;0.023140807;0.535465452;NA;;;;
ENSRNOG00000070574;Atp5mpl;624.7307122;0.683749288;-0.548460669;0.241645906;-2.269687403;0.023226556;0.535465452;ATP synthase membrane subunit 6.8PL;;;;
ENSRNOG00000003435;Mcf2;139.1226901;1.495813929;0.580930723;0.257176874;2.258876213;0.023891086;0.535471317;MCF.2 cell line derived transforming sequence;;;;
ENSRNOG00000009125;Dis3;866.3823119;1.376982192;0.461509902;0.20441647;2.257694308;0.023964724;0.535471317;DIS3 homolog; exosome endoribonuclease and 3'-5' exoribonuclease;;;
ENSRNOG00000020635;Exosc5;240.2604459;0.574884295;-0.798656476;0.353484191;-2.259383859;0.023859518;0.535471317;exosome component 5;;;;
ENSRNOG00000036701;Actg1;10744.26059;0.735587385;-0.443031357;0.196167182;-2.258437691;0.023918385;0.535471317;actin; gamma 1;;;
ENSRNOG00000048288;Taf12;538.111347;1.358424759;0.44193466;0.195614057;2.259217294;0.023869872;0.535471317;TATA-box binding protein associated factor 12;;;;
ENSRNOG00000062796;NA;1833.550379;0.691710328;-0.531760097;0.235521574;-2.257797824;0.023958267;0.535471317;NA;;;;
ENSRNOG00000007604;Igsf8;2271.209093;0.673672633;-0.569880402;0.252618043;-2.255897464;0.024077053;0.536311381;immunoglobulin superfamily; member 8;;;
ENSRNOG00000016001;Chmp1a;2703.201125;0.745263588;-0.424177321;0.188066096;-2.255469378;0.024103882;0.536311381;charged multivesicular body protein 1A;;;;
ENSRNOG00000032635;Rpl8-ps7;5253.608774;0.735331923;-0.443532477;0.196562712;-2.2564426;0.024042926;0.536311381;ribosomal protein L8; pseudogene 7;;;
ENSRNOG00000015437;Tmem14c;748.6698546;0.748506609;-0.41791304;0.185434118;-2.253700906;0.02421499;0.537274337;transmembrane protein 14C;;;;
ENSRNOG00000018320;Rps15a;2883.546694;0.777114302;-0.363801281;0.161394058;-2.254118182;0.024188734;0.537274337;ribosomal protein S15a;;;;
ENSRNOG00000017857;Cul7;1580.363193;0.726372285;-0.461218937;0.204702705;-2.253115991;0.024251836;0.537339291;cullin 7;;;;
ENSRNOG00000028939;LOC108348980;878.303772;0.661377755;-0.596453572;0.264959099;-2.25111564;0.024378214;0.538632731;40S ribosomal protein S29 pseudogene;;;;
ENSRNOG00000059894;Hmmr;298.3304248;1.591591134;0.670469768;0.297778186;2.251574494;0.024349174;0.538632731;hyaluronan-mediated motility receptor;;;;
ENSRNOG00000003163;Sdhc;2910.318177;0.725307025;-0.463336272;0.206430764;-2.244511735;0.024799495;0.539548585;succinate dehydrogenase complex subunit C;;;;
ENSRNOG00000005059;Med22;343.6047726;0.653555069;-0.61361929;0.273589631;-2.242845567;0.024906775;0.539548585;mediator complex subunit 22;;;;
ENSRNOG00000006471;NA;750.633348;1.558630415;0.640278874;0.285427346;2.243228911;0.024882057;0.539548585;NA;;;;
ENSRNOG00000006833;Rb1cc1;6544.649509;1.38034142;0.465025154;0.207220188;2.244111244;0.024825245;0.539548585;RB1-inducible coiled-coil 1;;;;
ENSRNOG00000007354;Trpa1;20.66116558;2.464607725;1.301358041;0.579408099;2.246012857;0.024703184;0.539548585;transient receptor potential cation channel; subfamily A; member 1;;
ENSRNOG00000009217;Fbxo6;784.0064228;0.735025649;-0.4441335;0.197484379;-2.248955092;0.024515353;0.539548585;F-box protein 6;;;;
ENSRNOG00000013469;Txndc5;1566.275699;0.753835377;-0.407678593;0.181781221;-2.242688164;0.02491693;0.539548585;thioredoxin domain containing 5;;;;
ENSRNOG00000018457;Ptpa;5998.924912;0.690233815;-0.534842941;0.238057177;-2.246699506;0.024659238;0.539548585;protein phosphatase 2 phosphatase activator;;;;
ENSRNOG00000028543;NA;2558.150215;0.748119704;-0.418658965;0.186356764;-2.246545582;0.024669083;0.539548585;NA;;;;
ENSRNOG00000037518;Hyi;92.37251962;0.622265302;-0.684398292;0.304484972;-2.24772437;0.024593771;0.539548585;hydroxypyruvate isomerase;;;;
ENSRNOG00000042720;Mrpl28;644.969994;0.734921979;-0.444336997;0.197978376;-2.244371356;0.024808518;0.539548585;mitochondrial ribosomal protein L28;;;;
ENSRNOG00000059406;Ier5;1796.329152;1.348760593;0.43163429;0.191898152;2.249288416;0.024494152;0.539548585;immediate early response 5;;;;
ENSRNOG00000060580;Slc10a3;539.8650811;1.346715183;0.429444768;0.191160942;2.246508952;0.024671427;0.539548585;solute carrier family 10; member 3;;;
ENSRNOG00000070606;NA;22.49564357;2.28618665;1.192943194;0.531975579;2.242477362;0.024930537;0.539548585;NA;;;;
ENSRNOG00000071131;NA;919.8945353;0.6650113;-0.58854924;0.262408974;-2.242870094;0.024905193;0.539548585;NA;;;;
ENSRNOG00000000397;Ccar1;3761.776213;1.30910841;0.388584575;0.173380462;2.241224701;0.025011524;0.540058626;cell division cycle and apoptosis regulator 1;;;;
ENSRNOG00000023446;Btbd8;2179.009651;1.483671483;0.569171683;0.253974485;2.241058521;0.025022285;0.540058626;BTB domain containing 8;;;;
ENSRNOG00000023109;Icoslg;466.2329781;0.720726362;-0.472476478;0.210958405;-2.239666523;0.02511258;0.540703822;inducible T-cell co-stimulator ligand;;;;
ENSRNOG00000024967;Uqcrb;2301.977625;1.446160733;0.532227909;0.237649958;2.239545564;0.02512044;0.540703822;ubiquinol-cytochrome c reductase binding protein;;;;
ENSRNOG00000047218;Clic5;1554.178353;1.28897981;0.366229666;0.163567173;2.239016913;0.025154816;0.540709078;chloride intracellular channel 5;;;;
ENSRNOG00000021151;Ppp1r14b;281.3051304;0.666182717;-0.586010168;0.261947634;-2.237127163;0.02527803;0.542621346;protein phosphatase 1; regulatory (inhibitor) subunit 14B;;;
ENSRNOG00000000487;Grm4;633.0950492;1.335562531;0.417447524;0.186965494;2.232751694;0.025565323;0.542903289;glutamate metabotropic receptor 4;;;;
ENSRNOG00000003307;Gcdh;1665.196672;0.774992542;-0.367745669;0.164556941;-2.234762427;0.02543295;0.542903289;glutaryl-CoA dehydrogenase;;;;
ENSRNOG00000009945;Pls1;450.514462;1.666393891;0.736729456;0.329927414;2.233004667;0.025548637;0.542903289;plastin 1;;;;
ENSRNOG00000017663;Dolpp1;356.6729022;0.700024207;-0.514523284;0.230208019;-2.235036319;0.025414964;0.542903289;dolichyldiphosphatase 1;;;;
ENSRNOG00000027317;Ylpm1;8044.852561;1.306821445;0.386062035;0.172876854;2.23316208;0.025538258;0.542903289;YLP motif containing 1;;;;
ENSRNOG00000050675;Myl4;44.13610638;1.948446062;0.962323994;0.430813524;2.233736736;0.0255004;0.542903289;myosin; light chain 4;;;
ENSRNOG00000061814;Dgcr2;2884.934003;0.735481678;-0.443238692;0.198378689;-2.234305983;0.025462947;0.542903289;DiGeorge syndrome critical region gene 2;;;;
ENSRNOG00000066671;NA;56.97420002;1.906537059;0.930954574;0.41629005;2.236312337;0.025331319;0.542903289;NA;;;;
ENSRNOG00000001064;Sbno1;6705.118723;1.365339681;0.449259922;0.201358316;2.231146602;0.02567142;0.543421536;strawberry notch homolog 1;;;;
ENSRNOG00000036876;Faap20;193.5463472;0.688024891;-0.539467336;0.241823996;-2.230826325;0.025692635;0.543421536;FA core complex associated protein 20;;;;
ENSRNOG00000068599;MGC94207;358.98425;0.665123926;-0.588304927;0.263679953;-2.23113255;0.02567235;0.543421536;similar to RIKEN cDNA C030006K11;;;;
ENSRNOG00000002425;Pctp;75.26670211;0.618384829;-0.693423169;0.311345958;-2.227178967;0.025935315;0.543475217;phosphatidylcholine transfer protein;;;;
ENSRNOG00000014644;Zic1;388.9889131;0.574524108;-0.799560664;0.358914085;-2.227721611;0.025899085;0.543475217;Zic family member 1;;;;
ENSRNOG00000018867;Klhdc7a;111.9010543;0.609611783;-0.714037306;0.3205686;-2.227408757;0.025919968;0.543475217;kelch domain containing 7A;;;;
ENSRNOG00000033064;Edil3;8896.681116;1.316370742;0.396565866;0.178000666;2.227889781;0.025887866;0.543475217;EGF like repeats and discoidin domains 3;;;;
ENSRNOG00000048927;LOC100361180;57.66038707;0.473048153;-1.079941048;0.484741909;-2.227868125;0.02588931;0.543475217;40S ribosomal protein S17-like;;;;
ENSRNOG00000064647;Echs1;1347.146575;0.744171339;-0.426293266;0.19137846;-2.227488222;0.025914662;0.543475217;enoyl-CoA hydratase; short chain 1;;;
ENSRNOG00000064961;NA;1937.35543;0.705983919;-0.502292773;0.225372743;-2.228720148;0.025832531;0.543475217;NA;;;;
ENSRNOG00000000054;Abhd8;4542.920355;0.598069243;-0.741615569;0.33355113;-2.223393961;0.026189247;0.543926449;abhydrolase domain containing 8;;;;
ENSRNOG00000015304;Tmem160;314.7788077;0.592237461;-0.755752345;0.339814834;-2.224012224;0.026147622;0.543926449;transmembrane protein 160;;;;
ENSRNOG00000020869;mrpl9;861.2664646;0.792144546;-0.336164386;0.151081218;-2.225057435;0.026077383;0.543926449;mitochondrial ribosomal protein L9;;;;
ENSRNOG00000026643;Chordc1;2633.187214;1.39507483;0.480342509;0.216104757;2.22272992;0.026234017;0.543926449;cysteine and histidine rich domain containing 1;;;;
ENSRNOG00000030449;Gsta4;816.3402435;0.809856173;-0.30426238;0.136764649;-2.224715105;0.02610037;0.543926449;glutathione S-transferase alpha 4;;;;
ENSRNOG00000031244;NA;1425.682052;0.740578636;-0.433275164;0.194939141;-2.222617591;0.026241597;0.543926449;NA;;;;
ENSRNOG00000052087;Ubap2;2548.618459;1.262867989;0.336703839;0.151514272;2.222258238;0.026265859;0.543926449;ubiquitin-associated protein 2;;;;
ENSRNOG00000056962;Nat8b;199.9787888;0.596804756;-0.744669063;0.334926112;-2.223383116;0.026189977;0.543926449;N-acetyltransferase 8B;;;;
ENSRNOG00000057814;Nsdhl;1221.69846;1.278426249;0.354368936;0.159233495;2.2254673;0.026049884;0.543926449;NAD(P) dependent steroid dehydrogenase-like;;;;
ENSRNOG00000001613;Zbtb11;2867.740733;1.266081005;0.340369713;0.153346911;2.219605933;0.026445529;0.544878129;zinc finger and BTB domain containing 11;;;;
ENSRNOG00000002079;Mapk10;14236.44731;1.266645133;0.341012391;0.153850204;2.216522188;0.02665576;0.544878129;mitogen activated protein kinase 10;;;;
ENSRNOG00000012207;Dst;36463.08494;1.251464502;0.323617369;0.145879564;2.218387276;0.026528438;0.544878129;dystonin;;;;
ENSRNOG00000013234;Ccdc115;948.7619519;0.752913413;-0.409444133;0.184685371;-2.216981947;0.026624325;0.544878129;coiled-coil domain containing 115;;;;
ENSRNOG00000017610;Nedd4l;7785.649305;1.259695669;0.333075234;0.150227871;2.217133416;0.026613976;0.544878129;NEDD4 like E3 ubiquitin protein ligase;;;;
ENSRNOG00000019474;Rsph9;400.4294611;0.641184356;-0.641188869;0.288887923;-2.219507352;0.026452228;0.544878129;radial spoke head component 9;;;;
ENSRNOG00000020423;Apc;28339.74388;1.360814683;0.444470613;0.20043961;2.217478941;0.026590381;0.544878129;APC regulator of WNT signaling pathway;;;;
ENSRNOG00000032063;Gfral;90.24673275;0.509981112;-0.97148428;0.437797267;-2.219027739;0.026484837;0.544878129;GDNF family receptor alpha like;;;;
ENSRNOG00000049302;Chd9;5850.760024;1.305973929;0.385126096;0.173602493;2.21843644;0.026525089;0.544878129;chromodomain helicase DNA binding protein 9;;;;
ENSRNOG00000065242;NA;38.989975;2.048272912;1.034407953;0.466057665;2.219484906;0.026453753;0.544878129;NA;;;;
ENSRNOG00000006076;Steap2;400.9216291;1.333529389;0.41524962;0.187448952;2.215267765;0.026741691;0.545542126;STEAP2 metalloreductase;;;;
ENSRNOG00000024839;Tysnd1;290.8815355;0.661252104;-0.596727688;0.269397794;-2.215042959;0.026757116;0.545542126;trypsin like peroxisomal matrix peptidase 1;;;;
ENSRNOG00000056493;Mybpc1;215.6335564;1.456040955;0.542050935;0.244823403;2.214048695;0.026825429;0.546231944;myosin binding protein C1;;;;
ENSRNOG00000005290;Ywhae;31402.28296;1.439562215;0.52563014;0.237895788;2.20949746;0.027140059;0.54704282;tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; epsilon;;;
ENSRNOG00000013135;Ptpn12;1928.295066;1.30616361;0.385335621;0.174240064;2.21152135;0.026999755;0.54704282;protein tyrosine phosphatase; non-receptor type 12;;;
ENSRNOG00000015441;Il4r;259.9114025;0.675966531;-0.564976279;0.255786423;-2.208781343;0.027189853;0.54704282;interleukin 4 receptor;;;;
ENSRNOG00000016670;Pip4k2a;3611.577422;1.305726379;0.384852605;0.174261905;2.208472389;0.02721136;0.54704282;phosphatidylinositol-5-phosphate 4-kinase type 2 alpha;;;;
ENSRNOG00000021478;Tpd52l1;1263.754556;1.423597768;0.509541576;0.230443622;2.211133338;0.027026605;0.54704282;TPD52 like 1;;;;
ENSRNOG00000023226;S100a10;487.3671776;1.37485434;0.45927878;0.207720689;2.21104013;0.027033058;0.54704282;S100 calcium binding protein A10;;;;
ENSRNOG00000030443;Rab9a;802.2562316;1.306910488;0.386160332;0.174893517;2.207973966;0.027246088;0.54704282;RAB9A; member RAS oncogene family;;;
ENSRNOG00000031540;LOC100362384;624.007433;0.704474739;-0.50538012;0.228616313;-2.21060393;0.027063276;0.54704282;ferritin light chain 1-like;;;;
ENSRNOG00000049771;Gstt1;108.5208079;0.648422555;-0.62499382;0.283123788;-2.207493143;0.027279626;0.54704282;glutathione S-transferase theta 1;;;;
ENSRNOG00000058909;Rps9;4239.729009;0.791036719;-0.33818343;0.153138518;-2.208349886;0.027219892;0.54704282;ribosomal protein S9;;;;
ENSRNOG00000063103;Arpp19;13881.12932;1.366231786;0.450202262;0.203857631;2.208415062;0.027215353;0.54704282;cAMP-regulated phosphoprotein 19;;;;
ENSRNOG00000068220;Ctdsp2;2335.341584;0.692795406;-0.529498732;0.23944914;-2.211320248;0.027013668;0.54704282;CTD small phosphatase 2;;;;
ENSRNOG00000052620;Rack1;4074.968295;0.808464121;-0.306744346;0.138989994;-2.206952727;0.027317362;0.547107018;receptor for activated C kinase 1;;;;
ENSRNOG00000006729;Slc24a4;1208.39248;0.769040922;-0.378867726;0.171715331;-2.206370992;0.027358034;0.547229774;solute carrier family 24 member 4;;;;
ENSRNOG00000000001;Arsj;105.5116609;0.645608198;-0.631269196;0.286763375;-2.201359207;0.027710604;0.547435706;arylsulfatase family; member J;;;
ENSRNOG00000009184;Foxp1;3201.750567;1.263460831;0.33738094;0.15316735;2.202694899;0.02761626;0.547435706;forkhead box P1;;;;
ENSRNOG00000014204;Pacsin3;752.5805344;0.705200247;-0.503895114;0.228671952;-2.203572018;0.027554457;0.547435706;protein kinase C and casein kinase substrate in neurons 3;;;;
ENSRNOG00000016459;Eif3j;3128.440549;1.35395631;0.437181186;0.198688295;2.200336896;0.027783001;0.547435706;eukaryotic translation initiation factor 3; subunit J;;;
ENSRNOG00000017078;Selenon;1684.297;0.715966105;-0.482036806;0.218751469;-2.203582025;0.027553753;0.547435706;selenoprotein N;;;;
ENSRNOG00000019403;Afap1l1;569.2801;1.379502877;0.464148466;0.210939656;2.200385046;0.027779588;0.547435706;actin filament associated protein 1-like 1;;;;
ENSRNOG00000023593;Upf2;3079.036423;1.317179495;0.397451958;0.180331186;2.20401122;0.027523555;0.547435706;UPF2; regulator of nonsense mediated mRNA decay;;;
ENSRNOG00000030183;Plod2;211.7190728;0.628680802;-0.669600387;0.304180161;-2.201328266;0.027712793;0.547435706;procollagen lysine; 2-oxoglutarate 5-dioxygenase 2;;;
ENSRNOG00000031478;Zfp663;20.03409283;2.306337249;1.205603489;0.547306879;2.202792503;0.027609377;0.547435706;zinc finger protein 663;;;;
ENSRNOG00000042576;Tcp11l1;10236.76535;1.314236845;0.394225294;0.179121965;2.200876328;0.02774478;0.547435706;t-complex 11 like 1;;;;
ENSRNOG00000069960;LOC120101957;56.45271709;0.145496077;-2.780947845;1.262223878;-2.203212833;0.027579751;0.547435706;5.8S ribosomal RNA;;;;
ENSRNOG00000071035;NA;180.2710035;0.701980056;-0.510498053;0.231588029;-2.204336968;0.027500655;0.547435706;NA;;;;
ENSRNOG00000005718;Llph-ps1;245.786481;1.721812439;0.783927995;0.356483154;2.199060422;0.027873626;0.547858544;LLP homolog; long-term synaptic facilitation factor; pseudogene 1;;
ENSRNOG00000007564;Evc;239.7402899;0.696970321;-0.520830871;0.236834966;-2.199129968;0.027868682;0.547858544;EvC ciliary complex subunit 1;;;;
ENSRNOG00000018454;Apoe;51877.90926;0.767635351;-0.381506943;0.173820134;-2.194837466;0.028175259;0.549124956;apolipoprotein E;;;;
ENSRNOG00000024641;Nyap1;2389.253814;0.668166524;-0.581720392;0.265049455;-2.1947617;0.028180696;0.549124956;neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1;;;;
ENSRNOG00000049330;Mrpl30;849.2453707;1.284260719;0.360938115;0.164406527;2.195400154;0.028134906;0.549124956;mitochondrial ribosomal protein L30;;;;
ENSRNOG00000062573;Cd151;1274.452504;0.679916364;-0.556570802;0.253381779;-2.196569953;0.028051174;0.549124956;CD151 molecule (Raph blood group);;;;
ENSRNOG00000065339;Mars2;309.8763733;0.701060699;-0.512388735;0.233206808;-2.197143127;0.028010226;0.549124956;methionyl-tRNA synthetase 2; mitochondrial;;;
ENSRNOG00000069661;Ubl5;1955.127;0.783663951;-0.351692961;0.160116221;-2.196485515;0.028057211;0.549124956;ubiquitin-like 5;;;;
ENSRNOG00000070937;LOC108351291;153.2961947;0.58742367;-0.767526695;0.349610283;-2.195377916;0.0281365;0.549124956;alpha-enolase pseudogene;;;;
ENSRNOG00000001452;Fzd9;227.6187444;0.566233277;-0.820531556;0.374077414;-2.193480617;0.02827277;0.549827799;frizzled class receptor 9;;;;
ENSRNOG00000003980;Ttc1;1923.577516;1.321731453;0.402429083;0.183491617;2.193174212;0.02829483;0.549827799;tetratricopeptide repeat domain 1;;;;
ENSRNOG00000005302;Slc2a9;61.68846889;0.481041234;-1.055767531;0.484278029;-2.180085545;0.029251121;0.549827799;solute carrier family 2 member 9;;;;
ENSRNOG00000006770;Brd4;5804.777465;1.300159969;0.378689141;0.173326902;2.184826109;0.028901599;0.549827799;bromodomain containing 4;;;;
ENSRNOG00000007441;Klhl32;1363.214752;1.29353414;0.371318131;0.169820181;2.186537134;0.028776331;0.549827799;kelch-like family member 32;;;;
ENSRNOG00000008482;Rbms1;986.2226893;1.393097152;0.478295872;0.218897669;2.185020396;0.028887351;0.549827799;RNA binding motif; single stranded interacting protein 1;;;
ENSRNOG00000009061;Cfap206;54.60234217;2.480720359;1.310759115;0.598234033;2.191047389;0.028448363;0.549827799;cilia and flagella associated protein 206;;;;
ENSRNOG00000011130;Calca;73.87364422;0.420727693;-1.249041313;0.57184354;-2.184236115;0.028944902;0.549827799;calcitonin-related polypeptide alpha;;;;
ENSRNOG00000011606;LOC680385;907.499548;2.301038727;1.202285265;0.549360095;2.188519469;0.028631785;0.549827799;similar to Sjogren syndrome antigen B;;;;
ENSRNOG00000011947;Tifab;161.3240138;0.590940807;-0.758914467;0.347799203;-2.182047749;0.029106009;0.549827799;TIFA inhibitor;;;;
ENSRNOG00000011977;Sema5a;7052.850517;1.500906771;0.585834366;0.268587676;2.18116622;0.029171124;0.549827799;semaphorin 5A;;;;
ENSRNOG00000012860;Tmem184c;1640.952077;1.329792658;0.411201317;0.188323666;2.183481911;0.02900034;0.549827799;transmembrane protein 184C;;;;
ENSRNOG00000013380;Rhov;250.8736729;0.62263321;-0.683545565;0.313540204;-2.180089048;0.029250861;0.549827799;ras homolog family member V;;;;
ENSRNOG00000013454;Rala;2374.970281;1.375121422;0.459559013;0.210511219;2.183061861;0.029031255;0.549827799;RAS like proto-oncogene A;;;;
ENSRNOG00000015054;Rcbtb2;909.4049998;0.797288476;-0.326826278;0.14924137;-2.189917441;0.028530225;0.549827799;RCC1 and BTB domain containing protein 2;;;;
ENSRNOG00000015552;Ppil4;2205.904244;1.283465939;0.36004501;0.164811724;2.184583723;0.028919382;0.549827799;peptidylprolyl isomerase like 4;;;;
ENSRNOG00000015953;Oaz2;5762.739576;0.760761029;-0.394484751;0.18029832;-2.18795578;0.028672824;0.549827799;ornithine decarboxylase antizyme 2;;;;
ENSRNOG00000018760;Mpp7;317.438296;1.335787359;0.417690367;0.19115356;2.185103782;0.028881238;0.549827799;MAGUK p55 scaffold protein 7;;;;
ENSRNOG00000018951;Col4a5;753.8554083;0.690293652;-0.534717877;0.245284209;-2.179993078;0.029257975;0.549827799;collagen type IV alpha 5 chain;;;;
ENSRNOG00000023356;Eif5b;2372.519224;1.362393006;0.446142934;0.203920142;2.187831622;0.02868187;0.549827799;eukaryotic translation initiation factor 5B;;;;
ENSRNOG00000024482;Tnrc18;3415.014256;0.779138957;-0.360047443;0.165126083;-2.180439554;0.029224895;0.549827799;trinucleotide repeat containing 18;;;;
ENSRNOG00000027864;Ppia;2052.218539;1.335353687;0.41722191;0.190537537;2.189709786;0.028545291;0.549827799;peptidylprolyl isomerase A;;;;
ENSRNOG00000028208;Mief2;652.2182704;0.626060294;-0.675626488;0.308537138;-2.189773631;0.028540658;0.549827799;mitochondrial elongation factor 2;;;;
ENSRNOG00000029598;Robo2;9389.797502;1.29200994;0.36961717;0.169527152;2.180283018;0.029236489;0.549827799;roundabout guidance receptor 2;;;;
